Source,Target,Type,Id,Label,Weight,edgeid
24.0,428.0,Undirected,13793,,0.178659,236
24.0,721.0,Undirected,13794,,1.671335,237
24.0,1245.0,Undirected,13795,,1.564003,238
24.0,1488.0,Undirected,13796,,0.486165,239
24.0,1523.0,Undirected,13797,,0.957364,240
24.0,1671.0,Undirected,13798,,2.176455,241
24.0,2199.0,Undirected,13799,,0.411851,242
24.0,2277.0,Undirected,13800,,0.486165,243
24.0,2302.0,Undirected,13801,,0.910788,244
24.0,2307.0,Undirected,13802,,0.910788,245
24.0,2319.0,Undirected,13803,,0.486165,246
24.0,2321.0,Undirected,13804,,2.176455,247
24.0,2323.0,Undirected,13805,,4.925149,248
24.0,2349.0,Undirected,13806,,2.176455,249
24.0,2357.0,Undirected,13807,,1.671335,250
24.0,2377.0,Undirected,13808,,0.910788,251
25.0,192.0,Undirected,13809,,1.438856,252
25.0,196.0,Undirected,13810,,0.237059,253
25.0,251.0,Undirected,13811,,1.438856,254
25.0,348.0,Undirected,13812,,0.356156,255
25.0,378.0,Undirected,13813,,0.356156,256
25.0,387.0,Undirected,13814,,0.873048,257
25.0,436.0,Undirected,13815,,1.234522,258
25.0,656.0,Undirected,13816,,0.356156,259
27.0,32.0,Undirected,13817,,1.010207,260
27.0,295.0,Undirected,13818,,0.316529,261
27.0,654.0,Undirected,13819,,0.413832,262
27.0,832.0,Undirected,13820,,0.091915,263
28.0,33.0,Undirected,13821,,0.354323,264
28.0,40.0,Undirected,13822,,0.490609,265
28.0,53.0,Undirected,13823,,0.770093,266
28.0,110.0,Undirected,13824,,0.263035,267
28.0,115.0,Undirected,13825,,1.685763,268
28.0,138.0,Undirected,13826,,3.222423,269
28.0,191.0,Undirected,13827,,1.272222,270
28.0,206.0,Undirected,13828,,0.263035,271
28.0,208.0,Undirected,13829,,1.249411,272
28.0,219.0,Undirected,13830,,0.770093,273
28.0,222.0,Undirected,13831,,3.183001,274
28.0,292.0,Undirected,13832,,1.272222,275
28.0,389.0,Undirected,13833,,0.330682,276
28.0,397.0,Undirected,13834,,0.304173,277
28.0,413.0,Undirected,13835,,0.263035,278
28.0,714.0,Undirected,13836,,1.272222,279
28.0,733.0,Undirected,13837,,3.747384,280
28.0,772.0,Undirected,13838,,4.253442,281
28.0,1385.0,Undirected,13839,,0.263035,282
28.0,1396.0,Undirected,13840,,1.685763,283
28.0,1662.0,Undirected,13841,,1.249411,284
29.0,94.0,Undirected,13842,,0.201685,285
29.0,345.0,Undirected,13843,,0.927458,286
29.0,373.0,Undirected,13844,,0.755157,287
29.0,392.0,Undirected,13845,,0.11168,288
29.0,677.0,Undirected,13846,,0.201685,289
29.0,1076.0,Undirected,13847,,0.927458,290
29.0,1320.0,Undirected,13848,,0.927458,291
30.0,83.0,Undirected,13849,,1.00885,292
30.0,117.0,Undirected,13850,,2.132003,293
30.0,164.0,Undirected,13851,,2.377126,294
30.0,180.0,Undirected,13852,,0.455313,295
30.0,204.0,Undirected,13853,,0.020473,296
30.0,378.0,Undirected,13854,,1.234522,297
30.0,383.0,Undirected,13855,,0.020473,298
30.0,4211.0,Undirected,13856,,0.455313,299
30.0,4229.0,Undirected,13857,,0.455313,300
30.0,4269.0,Undirected,13858,,0.455313,301
30.0,5635.0,Undirected,13859,,0.455313,302
31.0,248.0,Undirected,13860,,0.910788,303
31.0,4160.0,Undirected,13861,,0.910788,304
31.0,4189.0,Undirected,13862,,0.910788,305
32.0,46.0,Undirected,13863,,0.091915,306
32.0,149.0,Undirected,13864,,0.599507,307
32.0,295.0,Undirected,13865,,3.211171,308
32.0,299.0,Undirected,13866,,2.743035,309
32.0,390.0,Undirected,13867,,0.108825,310
33.0,57.0,Undirected,13868,,1.676798,311
33.0,66.0,Undirected,13869,,0.927458,312
33.0,91.0,Undirected,13870,,2.656908,313
33.0,103.0,Undirected,13871,,1.592556,314
33.0,116.0,Undirected,13872,,0.413832,315
33.0,126.0,Undirected,13873,,0.455313,316
33.0,150.0,Undirected,13874,,2.377126,317
33.0,183.0,Undirected,13875,,0.455313,318
33.0,197.0,Undirected,13876,,2.51805,319
33.0,226.0,Undirected,13877,,0.455313,320
33.0,229.0,Undirected,13878,,0.411851,321
33.0,242.0,Undirected,13879,,0.704775,322
33.0,267.0,Undirected,13880,,4.343554,323
33.0,293.0,Undirected,13881,,1.592556,324
33.0,297.0,Undirected,13882,,0.350764,325
33.0,312.0,Undirected,13883,,0.411851,326
33.0,315.0,Undirected,13884,,0.704775,327
33.0,389.0,Undirected,13885,,2.947987,328
33.0,410.0,Undirected,13886,,2.377126,329
33.0,458.0,Undirected,13887,,0.455313,330
33.0,515.0,Undirected,13888,,0.873048,331
33.0,532.0,Undirected,13889,,0.455313,332
33.0,560.0,Undirected,13890,,0.873048,333
33.0,575.0,Undirected,13891,,4.456567,334
33.0,604.0,Undirected,13892,,0.455313,335
33.0,766.0,Undirected,13893,,0.455313,336
34.0,145.0,Undirected,13894,,0.860778,337
34.0,1054.0,Undirected,13895,,0.704775,338
34.0,1060.0,Undirected,13896,,1.44512,339
34.0,3103.0,Undirected,13897,,0.860778,340
34.0,3106.0,Undirected,13898,,0.860778,341
34.0,3476.0,Undirected,13899,,0.860778,342
34.0,3512.0,Undirected,13900,,0.860778,343
35.0,40.0,Undirected,13901,,4.338194,344
35.0,109.0,Undirected,13902,,2.366106,345
35.0,131.0,Undirected,13903,,0.486165,346
35.0,219.0,Undirected,13904,,1.646945,347
35.0,331.0,Undirected,13905,,3.511456,348
35.0,390.0,Undirected,13906,,3.17998,349
35.0,393.0,Undirected,13907,,0.55418,350
35.0,470.0,Undirected,13908,,1.564003,351
35.0,662.0,Undirected,13909,,0.486165,352
35.0,675.0,Undirected,13910,,1.671335,353
35.0,1777.0,Undirected,13911,,0.49575,354
37.0,362.0,Undirected,13912,,0.026066,355
37.0,1062.0,Undirected,13913,,1.617951,356
37.0,2483.0,Undirected,13914,,0.026066,357
38.0,231.0,Undirected,13915,,0.237059,358
38.0,350.0,Undirected,13916,,0.12615,359
38.0,545.0,Undirected,13917,,3.36252,360
39.0,114.0,Undirected,13918,,0.065848,361
39.0,152.0,Undirected,13919,,1.14846,362
39.0,319.0,Undirected,13920,,1.14846,363
39.0,434.0,Undirected,13921,,0.455313,364
40.0,58.0,Undirected,13922,,0.53856,365
40.0,74.0,Undirected,13923,,0.53856,366
40.0,115.0,Undirected,13924,,0.063866,367
40.0,130.0,Undirected,13925,,0.112762,368
40.0,135.0,Undirected,13926,,1.410375,369
40.0,139.0,Undirected,13927,,0.483413,370
40.0,153.0,Undirected,13928,,0.112762,371
40.0,187.0,Undirected,13929,,0.304653,372
40.0,269.0,Undirected,13930,,0.483413,373
40.0,352.0,Undirected,13931,,0.063866,374
40.0,376.0,Undirected,13932,,0.304653,375
40.0,393.0,Undirected,13933,,0.43619,376
40.0,413.0,Undirected,13934,,0.112762,377
40.0,470.0,Undirected,13935,,2.898464,378
40.0,491.0,Undirected,13936,,0.304653,379
40.0,507.0,Undirected,13937,,0.112762,380
40.0,512.0,Undirected,13938,,0.227096,381
40.0,625.0,Undirected,13939,,0.112762,382
40.0,925.0,Undirected,13940,,0.304653,383
42.0,56.0,Undirected,13941,,0.065848,384
42.0,69.0,Undirected,13942,,0.098638,385
42.0,72.0,Undirected,13943,,1.14846,386
42.0,257.0,Undirected,13944,,0.065848,387
42.0,310.0,Undirected,13945,,0.065848,388
42.0,2408.0,Undirected,13946,,0.065848,389
42.0,4159.0,Undirected,13947,,1.14846,390
42.0,4177.0,Undirected,13948,,0.065848,391
44.0,100.0,Undirected,13949,,0.227096,392
44.0,110.0,Undirected,13950,,0.425129,393
44.0,115.0,Undirected,13951,,0.731965,394
44.0,120.0,Undirected,13952,,0.860778,395
44.0,126.0,Undirected,13953,,0.860778,396
44.0,139.0,Undirected,13954,,0.083772,397
44.0,219.0,Undirected,13955,,1.297668,398
44.0,222.0,Undirected,13956,,0.704775,399
44.0,267.0,Undirected,13957,,0.227096,400
44.0,331.0,Undirected,13958,,5.932699,401
44.0,353.0,Undirected,13959,,0.704775,402
44.0,406.0,Undirected,13960,,0.731965,403
44.0,459.0,Undirected,13961,,0.425129,404
44.0,466.0,Undirected,13962,,0.731965,405
44.0,476.0,Undirected,13963,,0.227096,406
44.0,559.0,Undirected,13964,,0.860778,407
44.0,880.0,Undirected,13965,,1.44512,408
44.0,3324.0,Undirected,13966,,0.860778,409
45.0,100.0,Undirected,13967,,0.304653,410
45.0,118.0,Undirected,13968,,0.020473,411
45.0,129.0,Undirected,13969,,0.455313,412
45.0,135.0,Undirected,13970,,0.020473,413
45.0,139.0,Undirected,13971,,1.8663,414
45.0,146.0,Undirected,13972,,0.455313,415
45.0,153.0,Undirected,13973,,0.560544,416
45.0,163.0,Undirected,13974,,0.455313,417
45.0,168.0,Undirected,13975,,0.020473,418
45.0,199.0,Undirected,13976,,1.234522,419
45.0,250.0,Undirected,13977,,0.560544,420
45.0,267.0,Undirected,13978,,0.304653,421
45.0,268.0,Undirected,13979,,0.455313,422
45.0,280.0,Undirected,13980,,0.455313,423
45.0,316.0,Undirected,13981,,1.234522,424
45.0,331.0,Undirected,13982,,0.020473,425
45.0,352.0,Undirected,13983,,0.641125,426
45.0,372.0,Undirected,13984,,0.455313,427
45.0,398.0,Undirected,13985,,0.560544,428
45.0,401.0,Undirected,13986,,0.455313,429
45.0,417.0,Undirected,13987,,0.560544,430
45.0,547.0,Undirected,13988,,0.455313,431
45.0,609.0,Undirected,13989,,0.020473,432
45.0,633.0,Undirected,13990,,0.455313,433
46.0,142.0,Undirected,13991,,1.741137,434
46.0,153.0,Undirected,13992,,1.741137,435
46.0,199.0,Undirected,13993,,0.562482,436
46.0,495.0,Undirected,13994,,0.562482,437
46.0,524.0,Undirected,13995,,0.562482,438
46.0,597.0,Undirected,13996,,0.080406,439
46.0,3446.0,Undirected,13997,,0.562482,440
47.0,150.0,Undirected,13998,,0.304653,441
47.0,203.0,Undirected,13999,,0.586929,442
47.0,314.0,Undirected,14000,,0.304653,443
47.0,358.0,Undirected,14001,,0.227096,444
47.0,393.0,Undirected,14002,,2.558479,445
47.0,761.0,Undirected,14003,,0.227096,446
47.0,1457.0,Undirected,14004,,0.304653,447
48.0,77.0,Undirected,14005,,0.455313,448
48.0,228.0,Undirected,14006,,0.455313,449
48.0,412.0,Undirected,14007,,0.455313,450
49.0,497.0,Undirected,14008,,0.819297,451
49.0,689.0,Undirected,14009,,0.361079,452
50.0,89.0,Undirected,14010,,1.14846,453
50.0,239.0,Undirected,14011,,1.14846,454
50.0,298.0,Undirected,14012,,2.247072,455
50.0,304.0,Undirected,14013,,0.455313,456
50.0,308.0,Undirected,14014,,2.247072,457
50.0,321.0,Undirected,14015,,0.455313,458
50.0,458.0,Undirected,14016,,1.14846,459
51.0,80.0,Undirected,14017,,0.761217,460
51.0,119.0,Undirected,14018,,2.942944,461
51.0,171.0,Undirected,14019,,0.098638,462
51.0,291.0,Undirected,14020,,2.898464,463
51.0,351.0,Undirected,14021,,0.304173,464
51.0,454.0,Undirected,14022,,0.098638,465
51.0,812.0,Undirected,14023,,0.483413,466
51.0,956.0,Undirected,14024,,0.098638,467
51.0,957.0,Undirected,14025,,0.098638,468
51.0,2354.0,Undirected,14026,,0.098638,469
51.0,2442.0,Undirected,14027,,0.098638,470
52.0,95.0,Undirected,14028,,0.080406,471
52.0,200.0,Undirected,14029,,4.500242,472
52.0,2939.0,Undirected,14030,,0.291895,473
52.0,3062.0,Undirected,14031,,1.330782,474
52.0,3238.0,Undirected,14032,,1.330782,475
52.0,3273.0,Undirected,14033,,0.020473,476
52.0,3736.0,Undirected,14034,,0.020473,477
53.0,68.0,Undirected,14035,,3.381987,478
53.0,322.0,Undirected,14036,,2.495874,479
53.0,412.0,Undirected,14037,,1.00885,480
53.0,1511.0,Undirected,14038,,0.350764,481
53.0,1558.0,Undirected,14039,,0.988544,482
53.0,1606.0,Undirected,14040,,0.988544,483
53.0,2210.0,Undirected,14041,,1.00885,484
55.0,285.0,Undirected,14042,,0.455313,485
55.0,399.0,Undirected,14043,,0.455313,486
56.0,72.0,Undirected,14044,,1.14846,487
56.0,92.0,Undirected,14045,,1.330782,488
56.0,130.0,Undirected,14046,,1.890397,489
56.0,183.0,Undirected,14047,,0.065848,490
56.0,257.0,Undirected,14048,,0.065848,491
56.0,269.0,Undirected,14049,,0.098638,492
56.0,270.0,Undirected,14050,,0.065848,493
56.0,310.0,Undirected,14051,,0.065848,494
56.0,345.0,Undirected,14052,,1.330782,495
56.0,1389.0,Undirected,14053,,0.065848,496
56.0,1444.0,Undirected,14054,,1.14846,497
56.0,1466.0,Undirected,14055,,0.065848,498
57.0,185.0,Undirected,14056,,0.861631,499
57.0,191.0,Undirected,14057,,0.304173,500
57.0,239.0,Undirected,14058,,0.098638,501
57.0,242.0,Undirected,14059,,0.083772,502
57.0,254.0,Undirected,14060,,0.468626,503
57.0,267.0,Undirected,14061,,0.483413,504
57.0,270.0,Undirected,14062,,0.098638,505
57.0,315.0,Undirected,14063,,0.083772,506
57.0,358.0,Undirected,14064,,0.083772,507
57.0,410.0,Undirected,14065,,1.8663,508
57.0,1015.0,Undirected,14066,,1.090968,509
57.0,1363.0,Undirected,14067,,0.098638,510
57.0,1452.0,Undirected,14068,,0.384695,511
57.0,1564.0,Undirected,14069,,0.947098,512
58.0,59.0,Undirected,14070,,1.496502,513
58.0,104.0,Undirected,14071,,0.11168,514
58.0,168.0,Undirected,14072,,0.927458,515
58.0,341.0,Undirected,14073,,0.927458,516
58.0,717.0,Undirected,14074,,0.927458,517
58.0,1405.0,Undirected,14075,,0.927458,518
58.0,1477.0,Undirected,14076,,0.927458,519
59.0,104.0,Undirected,14077,,0.247074,520
59.0,159.0,Undirected,14078,,0.101833,521
59.0,889.0,Undirected,14079,,0.879537,522
59.0,950.0,Undirected,14080,,0.608805,523
59.0,968.0,Undirected,14081,,0.101833,524
60.0,168.0,Undirected,14082,,0.389769,525
60.0,169.0,Undirected,14083,,0.243466,526
60.0,237.0,Undirected,14084,,0.389769,527
60.0,353.0,Undirected,14085,,0.965183,528
60.0,739.0,Undirected,14086,,0.176663,529
60.0,758.0,Undirected,14087,,0.965183,530
60.0,1029.0,Undirected,14088,,0.904321,531
61.0,342.0,Undirected,14089,,4.142652,532
61.0,1391.0,Undirected,14090,,0.350764,533
61.0,2162.0,Undirected,14091,,2.618288,534
64.0,66.0,Undirected,14092,,1.496502,535
64.0,80.0,Undirected,14093,,1.24334,536
64.0,91.0,Undirected,14094,,1.24334,537
64.0,100.0,Undirected,14095,,0.709115,538
64.0,116.0,Undirected,14096,,0.091915,539
64.0,237.0,Undirected,14097,,0.101833,540
64.0,266.0,Undirected,14098,,3.259996,541
64.0,267.0,Undirected,14099,,0.709115,542
64.0,291.0,Undirected,14100,,0.709115,543
64.0,295.0,Undirected,14101,,0.250077,544
64.0,395.0,Undirected,14102,,1.838609,545
64.0,438.0,Undirected,14103,,0.203876,546
64.0,474.0,Undirected,14104,,1.24334,547
64.0,490.0,Undirected,14105,,0.418676,548
64.0,681.0,Undirected,14106,,1.496502,549
64.0,784.0,Undirected,14107,,1.388186,550
64.0,827.0,Undirected,14108,,1.690467,551
64.0,852.0,Undirected,14109,,0.250077,552
64.0,1015.0,Undirected,14110,,2.21656,553
64.0,1055.0,Undirected,14111,,1.010207,554
64.0,1164.0,Undirected,14112,,2.344713,555
64.0,1169.0,Undirected,14113,,1.388186,556
64.0,1176.0,Undirected,14114,,0.101833,557
64.0,1253.0,Undirected,14115,,0.101833,558
64.0,1277.0,Undirected,14116,,0.608805,559
64.0,1289.0,Undirected,14117,,1.690467,560
64.0,1781.0,Undirected,14118,,1.690467,561
64.0,1807.0,Undirected,14119,,0.101833,562
65.0,69.0,Undirected,14120,,1.8663,563
65.0,94.0,Undirected,14121,,1.00885,564
65.0,97.0,Undirected,14122,,0.641125,565
65.0,147.0,Undirected,14123,,0.455313,566
65.0,167.0,Undirected,14124,,4.505357,567
65.0,175.0,Undirected,14125,,0.455313,568
65.0,179.0,Undirected,14126,,1.8663,569
65.0,319.0,Undirected,14127,,0.455313,570
65.0,334.0,Undirected,14128,,1.414315,571
65.0,356.0,Undirected,14129,,0.455313,572
65.0,732.0,Undirected,14130,,0.560544,573
65.0,1450.0,Undirected,14131,,0.560544,574
