Source,Target,Type,Id,Label,Weight,edgeid
332.0,1500.0,Undirected,15781,,0.304653,2224
333.0,431.0,Undirected,15782,,0.176663,2225
333.0,1025.0,Undirected,15783,,0.904321,2226
333.0,1287.0,Undirected,15784,,0.904321,2227
333.0,4126.0,Undirected,15785,,1.414315,2228
334.0,1231.0,Undirected,15786,,1.670281,2229
334.0,1241.0,Undirected,15787,,0.389769,2230
334.0,1557.0,Undirected,15788,,2.575077,2231
334.0,2173.0,Undirected,15789,,0.389769,2232
334.0,3384.0,Undirected,15790,,0.176663,2233
334.0,4094.0,Undirected,15791,,3.202841,2234
337.0,402.0,Undirected,15792,,1.414315,2235
337.0,431.0,Undirected,15793,,0.176663,2236
337.0,1048.0,Undirected,15794,,0.176663,2237
337.0,1160.0,Undirected,15795,,1.502726,2238
337.0,1633.0,Undirected,15796,,1.502726,2239
337.0,1856.0,Undirected,15797,,1.414315,2240
339.0,609.0,Undirected,15798,,0.389769,2241
339.0,1407.0,Undirected,15799,,0.904321,2242
339.0,1486.0,Undirected,15800,,0.389769,2243
339.0,1615.0,Undirected,15801,,1.502726,2244
340.0,1396.0,Undirected,15802,,2.629406,2245
340.0,1417.0,Undirected,15803,,0.316529,2246
340.0,1860.0,Undirected,15804,,0.026066,2247
341.0,443.0,Undirected,15805,,2.377126,2248
341.0,619.0,Undirected,15806,,0.455313,2249
342.0,414.0,Undirected,15807,,0.203876,2250
342.0,431.0,Undirected,15808,,1.090968,2251
342.0,1039.0,Undirected,15809,,0.641125,2252
343.0,425.0,Undirected,15810,,0.065848,2253
343.0,2138.0,Undirected,15811,,1.14846,2254
344.0,1881.0,Undirected,15812,,0.356156,2255
344.0,2728.0,Undirected,15813,,0.356156,2256
345.0,399.0,Undirected,15814,,0.020473,2257
345.0,410.0,Undirected,15815,,0.020473,2258
345.0,756.0,Undirected,15816,,0.389769,2259
345.0,1014.0,Undirected,15817,,1.330782,2260
345.0,1106.0,Undirected,15818,,0.291895,2261
345.0,1312.0,Undirected,15819,,0.291895,2262
345.0,1320.0,Undirected,15820,,0.291895,2263
345.0,1425.0,Undirected,15821,,1.330782,2264
345.0,1472.0,Undirected,15822,,0.020473,2265
345.0,1715.0,Undirected,15823,,0.020473,2266
346.0,2053.0,Undirected,15824,,0.243466,2267
346.0,2055.0,Undirected,15825,,0.389769,2268
348.0,387.0,Undirected,15826,,0.873048,2269
348.0,446.0,Undirected,15827,,1.234522,2270
348.0,976.0,Undirected,15828,,0.356156,2271
348.0,1470.0,Undirected,15829,,0.356156,2272
349.0,385.0,Undirected,15830,,0.237059,2273
349.0,433.0,Undirected,15831,,0.237059,2274
349.0,455.0,Undirected,15832,,0.710197,2275
349.0,2705.0,Undirected,15833,,0.237059,2276
349.0,2726.0,Undirected,15834,,0.237059,2277
350.0,418.0,Undirected,15835,,0.704775,2278
350.0,556.0,Undirected,15836,,0.860778,2279
351.0,470.0,Undirected,15837,,0.304173,2280
351.0,804.0,Undirected,15838,,0.446673,2281
352.0,364.0,Undirected,15839,,0.203876,2282
352.0,482.0,Undirected,15840,,1.090968,2283
352.0,530.0,Undirected,15841,,0.243466,2284
352.0,581.0,Undirected,15842,,0.243466,2285
352.0,628.0,Undirected,15843,,0.528483,2286
352.0,676.0,Undirected,15844,,0.528483,2287
352.0,882.0,Undirected,15845,,0.641125,2288
352.0,889.0,Undirected,15846,,0.731965,2289
352.0,904.0,Undirected,15847,,0.528483,2290
352.0,1374.0,Undirected,15848,,0.641125,2291
352.0,1404.0,Undirected,15849,,1.94284,2292
352.0,1423.0,Undirected,15850,,0.641125,2293
352.0,1464.0,Undirected,15851,,0.641125,2294
353.0,466.0,Undirected,15852,,2.134666,2295
353.0,741.0,Undirected,15853,,0.354323,2296
353.0,759.0,Undirected,15854,,1.592556,2297
353.0,965.0,Undirected,15855,,0.455313,2298
353.0,2089.0,Undirected,15856,,0.455313,2299
354.0,2091.0,Undirected,15857,,0.254965,2300
354.0,2189.0,Undirected,15858,,0.354323,2301
354.0,2205.0,Undirected,15859,,2.203854,2302
355.0,391.0,Undirected,15860,,1.780813,2303
355.0,440.0,Undirected,15861,,5.817544,2304
355.0,1691.0,Undirected,15862,,2.33512,2305
355.0,1763.0,Undirected,15863,,0.083772,2306
355.0,2351.0,Undirected,15864,,0.176663,2307
355.0,2851.0,Undirected,15865,,0.098638,2308
355.0,2894.0,Undirected,15866,,0.098638,2309
355.0,4112.0,Undirected,15867,,0.098638,2310
356.0,394.0,Undirected,15868,,0.455313,2311
356.0,446.0,Undirected,15869,,0.455313,2312
358.0,1363.0,Undirected,15870,,0.860778,2313
358.0,1709.0,Undirected,15871,,0.860778,2314
358.0,1761.0,Undirected,15872,,0.860778,2315
358.0,1769.0,Undirected,15873,,1.438856,2316
358.0,4838.0,Undirected,15874,,0.860778,2317
360.0,383.0,Undirected,15875,,1.074933,2318
360.0,481.0,Undirected,15876,,0.560544,2319
360.0,759.0,Undirected,15877,,1.074933,2320
360.0,5040.0,Undirected,15878,,0.560544,2321
362.0,380.0,Undirected,15879,,0.927458,2322
362.0,414.0,Undirected,15880,,0.798178,2323
362.0,444.0,Undirected,15881,,0.704775,2324
362.0,1299.0,Undirected,15882,,0.704775,2325
362.0,2861.0,Undirected,15883,,0.873048,2326
364.0,482.0,Undirected,15884,,1.772512,2327
364.0,498.0,Undirected,15885,,2.644004,2328
364.0,530.0,Undirected,15886,,0.408793,2329
364.0,581.0,Undirected,15887,,2.813302,2330
364.0,645.0,Undirected,15888,,0.203876,2331
364.0,794.0,Undirected,15889,,2.024305,2332
364.0,1445.0,Undirected,15890,,0.599507,2333
364.0,1588.0,Undirected,15891,,0.599507,2334
365.0,366.0,Undirected,15892,,0.098638,2335
365.0,482.0,Undirected,15893,,3.507514,2336
365.0,506.0,Undirected,15894,,0.468626,2337
365.0,615.0,Undirected,15895,,0.384695,2338
365.0,779.0,Undirected,15896,,0.098638,2339
365.0,893.0,Undirected,15897,,0.098638,2340
365.0,914.0,Undirected,15898,,0.098638,2341
365.0,1887.0,Undirected,15899,,2.084647,2342
365.0,4054.0,Undirected,15900,,0.098638,2343
366.0,2378.0,Undirected,15901,,0.065848,2344
366.0,2437.0,Undirected,15902,,1.14846,2345
367.0,469.0,Undirected,15903,,0.455313,2346
367.0,610.0,Undirected,15904,,0.873048,2347
367.0,804.0,Undirected,15905,,1.592556,2348
367.0,887.0,Undirected,15906,,0.455313,2349
367.0,3424.0,Undirected,15907,,0.455313,2350
367.0,4134.0,Undirected,15908,,0.455313,2351
370.0,407.0,Undirected,15909,,0.291895,2352
370.0,632.0,Undirected,15910,,1.330782,2353
370.0,650.0,Undirected,15911,,0.020473,2354
370.0,1158.0,Undirected,15912,,1.330782,2355
370.0,2514.0,Undirected,15913,,0.020473,2356
370.0,4291.0,Undirected,15914,,1.074933,2357
372.0,401.0,Undirected,15915,,2.247072,2358
372.0,402.0,Undirected,15916,,0.455313,2359
373.0,384.0,Undirected,15917,,0.956182,2360
373.0,1178.0,Undirected,15918,,0.956182,2361
374.0,399.0,Undirected,15919,,0.020473,2362
374.0,408.0,Undirected,15920,,2.488351,2363
374.0,410.0,Undirected,15921,,0.020473,2364
374.0,1719.0,Undirected,15922,,1.074933,2365
374.0,2866.0,Undirected,15923,,0.020473,2366
374.0,3227.0,Undirected,15924,,0.020473,2367
375.0,817.0,Undirected,15925,,0.384695,2368
375.0,1711.0,Undirected,15926,,0.356156,2369
375.0,1802.0,Undirected,15927,,1.234522,2370
376.0,524.0,Undirected,15928,,1.234522,2371
376.0,3523.0,Undirected,15929,,0.455313,2372
378.0,383.0,Undirected,15930,,2.110497,2373
378.0,428.0,Undirected,15931,,0.910788,2374
378.0,436.0,Undirected,15932,,1.234522,2375
379.0,754.0,Undirected,15933,,0.988544,2376
379.0,915.0,Undirected,15934,,0.904321,2377
380.0,432.0,Undirected,15935,,2.187688,2378
381.0,989.0,Undirected,15936,,0.665478,2379
383.0,384.0,Undirected,15937,,1.074933,2380
383.0,427.0,Undirected,15938,,1.330782,2381
383.0,449.0,Undirected,15939,,0.389769,2382
383.0,469.0,Undirected,15940,,1.330782,2383
384.0,385.0,Undirected,15941,,2.936741,2384
384.0,391.0,Undirected,15942,,0.988544,2385
384.0,481.0,Undirected,15943,,0.560544,2386
384.0,582.0,Undirected,15944,,0.560544,2387
384.0,743.0,Undirected,15945,,0.988544,2388
384.0,802.0,Undirected,15946,,1.074933,2389
385.0,659.0,Undirected,15947,,1.234522,2390
385.0,707.0,Undirected,15948,,0.356156,2391
386.0,389.0,Undirected,15949,,0.178659,2392
386.0,448.0,Undirected,15950,,1.671335,2393
386.0,1102.0,Undirected,15951,,0.910788,2394
387.0,428.0,Undirected,15952,,0.411851,2395
387.0,431.0,Undirected,15953,,1.676798,2396
387.0,721.0,Undirected,15954,,0.704775,2397
387.0,1488.0,Undirected,15955,,1.592556,2398
387.0,2286.0,Undirected,15956,,2.377126,2399
387.0,2303.0,Undirected,15957,,2.377126,2400
387.0,2307.0,Undirected,15958,,4.456567,2401
387.0,2315.0,Undirected,15959,,2.377126,2402
387.0,2323.0,Undirected,15960,,0.704775,2403
387.0,2328.0,Undirected,15961,,0.455313,2404
387.0,2331.0,Undirected,15962,,0.455313,2405
387.0,2338.0,Undirected,15963,,0.455313,2406
387.0,2357.0,Undirected,15964,,0.704775,2407
387.0,2370.0,Undirected,15965,,0.455313,2408
387.0,2387.0,Undirected,15966,,2.377126,2409
387.0,2421.0,Undirected,15967,,0.455313,2410
387.0,2851.0,Undirected,15968,,0.455313,2411
388.0,574.0,Undirected,15969,,0.497795,2412
388.0,1018.0,Undirected,15970,,0.562482,2413
388.0,1227.0,Undirected,15971,,0.562482,2414
389.0,422.0,Undirected,15972,,0.910788,2415
389.0,511.0,Undirected,15973,,0.683207,2416
389.0,515.0,Undirected,15974,,0.910788,2417
389.0,575.0,Undirected,15975,,0.910788,2418
389.0,609.0,Undirected,15976,,0.486165,2419
389.0,664.0,Undirected,15977,,0.486165,2420
389.0,826.0,Undirected,15978,,0.411851,2421
389.0,1002.0,Undirected,15979,,2.824049,2422
389.0,1838.0,Undirected,15980,,0.910788,2423
390.0,411.0,Undirected,15981,,0.855578,2424
390.0,548.0,Undirected,15982,,0.53856,2425
390.0,697.0,Undirected,15983,,1.285482,2426
390.0,702.0,Undirected,15984,,0.201685,2427
390.0,853.0,Undirected,15985,,2.195845,2428
390.0,1777.0,Undirected,15986,,6.765111,2429
391.0,440.0,Undirected,15987,,0.988544,2430
391.0,1702.0,Undirected,15988,,0.904321,2431
392.0,1330.0,Undirected,15989,,0.446673,2432
393.0,411.0,Undirected,15990,,1.068181,2433
393.0,444.0,Undirected,15991,,0.710197,2434
393.0,470.0,Undirected,15992,,0.468626,2435
393.0,616.0,Undirected,15993,,0.237059,2436
393.0,625.0,Undirected,15994,,1.335672,2437
393.0,729.0,Undirected,15995,,0.237059,2438
393.0,1503.0,Undirected,15996,,0.710197,2439
393.0,1843.0,Undirected,15997,,1.335672,2440
393.0,1864.0,Undirected,15998,,0.237059,2441
394.0,405.0,Undirected,15999,,0.304653,2442
394.0,429.0,Undirected,16000,,0.455313,2443
394.0,1372.0,Undirected,16001,,0.020473,2444
394.0,1441.0,Undirected,16002,,0.455313,2445
394.0,3899.0,Undirected,16003,,0.455313,2446
394.0,3982.0,Undirected,16004,,0.455313,2447
394.0,3984.0,Undirected,16005,,0.455313,2448
395.0,1035.0,Undirected,16006,,1.335672,2449
395.0,1130.0,Undirected,16007,,0.237059,2450
395.0,1214.0,Undirected,16008,,0.237059,2451
395.0,1243.0,Undirected,16009,,0.237059,2452
397.0,438.0,Undirected,16010,,1.090968,2453
397.0,828.0,Undirected,16011,,1.541432,2454
398.0,417.0,Undirected,16012,,1.87976,2455
398.0,448.0,Undirected,16013,,0.425129,2456
398.0,885.0,Undirected,16014,,0.560544,2457
398.0,1741.0,Undirected,16015,,0.560544,2458
398.0,1779.0,Undirected,16016,,0.560544,2459
399.0,410.0,Undirected,16017,,2.132003,2460
399.0,416.0,Undirected,16018,,0.455313,2461
399.0,1050.0,Undirected,16019,,0.455313,2462
399.0,1079.0,Undirected,16020,,0.455313,2463
400.0,1585.0,Undirected,16021,,0.53856,2464
400.0,1622.0,Undirected,16022,,0.927458,2465
400.0,2484.0,Undirected,16023,,0.927458,2466
401.0,402.0,Undirected,16024,,0.455313,2467
402.0,1856.0,Undirected,16025,,2.132003,2468
402.0,1948.0,Undirected,16026,,0.455313,2469
402.0,2355.0,Undirected,16027,,0.455313,2470
405.0,1058.0,Undirected,16028,,0.483413,2471
405.0,1173.0,Undirected,16029,,0.483413,2472
405.0,1282.0,Undirected,16030,,0.112762,2473
406.0,470.0,Undirected,16031,,1.090968,2474
406.0,842.0,Undirected,16032,,0.641125,2475
406.0,862.0,Undirected,16033,,0.528483,2476
406.0,974.0,Undirected,16034,,0.641125,2477
406.0,3768.0,Undirected,16035,,0.641125,2478
407.0,479.0,Undirected,16036,,0.291895,2479
407.0,1715.0,Undirected,16037,,0.020473,2480
407.0,2247.0,Undirected,16038,,0.020473,2481
407.0,3265.0,Undirected,16039,,0.020473,2482
407.0,3582.0,Undirected,16040,,0.291895,2483
407.0,3583.0,Undirected,16041,,0.020473,2484
408.0,1719.0,Undirected,16042,,1.335672,2485
409.0,443.0,Undirected,16043,,0.560544,2486
409.0,450.0,Undirected,16044,,0.956182,2487
409.0,2114.0,Undirected,16045,,0.560544,2488
409.0,2281.0,Undirected,16046,,1.890397,2489
409.0,2283.0,Undirected,16047,,0.560544,2490
409.0,2334.0,Undirected,16048,,0.560544,2491
409.0,2367.0,Undirected,16049,,0.560544,2492
409.0,2428.0,Undirected,16050,,0.988544,2493
410.0,416.0,Undirected,16051,,0.455313,2494
411.0,548.0,Undirected,16052,,0.146891,2495
411.0,620.0,Undirected,16053,,0.493875,2496
411.0,853.0,Undirected,16054,,2.02694,2497
411.0,900.0,Undirected,16055,,0.364035,2498
411.0,3520.0,Undirected,16056,,0.493875,2499
412.0,435.0,Undirected,16057,,0.455313,2500
412.0,2173.0,Undirected,16058,,0.020473,2501
412.0,2192.0,Undirected,16059,,0.455313,2502
412.0,2207.0,Undirected,16060,,0.455313,2503
412.0,2244.0,Undirected,16061,,0.455313,2504
412.0,2261.0,Undirected,16062,,0.455313,2505
412.0,2262.0,Undirected,16063,,0.455313,2506
412.0,3331.0,Undirected,16064,,0.455313,2507
413.0,446.0,Undirected,16065,,0.560544,2508
413.0,448.0,Undirected,16066,,0.425129,2509
413.0,772.0,Undirected,16067,,2.084647,2510
413.0,2077.0,Undirected,16068,,0.560544,2511
414.0,418.0,Undirected,16069,,0.798178,2512
414.0,1933.0,Undirected,16070,,0.599507,2513
415.0,427.0,Undirected,16071,,0.065848,2514
415.0,2665.0,Undirected,16072,,0.065848,2515
415.0,3419.0,Undirected,16073,,0.065848,2516
415.0,3474.0,Undirected,16074,,0.065848,2517
415.0,3483.0,Undirected,16075,,0.065848,2518
417.0,872.0,Undirected,16076,,0.560544,2519
417.0,1982.0,Undirected,16077,,0.560544,2520
418.0,588.0,Undirected,16078,,0.455313,2521
418.0,595.0,Undirected,16079,,0.798178,2522
418.0,810.0,Undirected,16080,,0.965183,2523
419.0,1224.0,Undirected,16081,,1.414315,2524
419.0,2591.0,Undirected,16082,,1.414315,2525
420.0,423.0,Undirected,16083,,1.14846,2526
420.0,454.0,Undirected,16084,,0.065848,2527
420.0,458.0,Undirected,16085,,0.065848,2528
420.0,3321.0,Undirected,16086,,0.065848,2529
420.0,3334.0,Undirected,16087,,0.065848,2530
420.0,3342.0,Undirected,16088,,0.065848,2531
420.0,3363.0,Undirected,16089,,0.065848,2532
421.0,1143.0,Undirected,16090,,1.274517,2533
421.0,1642.0,Undirected,16091,,0.28315,2534
423.0,446.0,Undirected,16092,,0.455313,2535
423.0,454.0,Undirected,16093,,1.14846,2536
423.0,458.0,Undirected,16094,,1.14846,2537
424.0,3520.0,Undirected,16095,,1.712446,2538
425.0,441.0,Undirected,16096,,0.065848,2539
425.0,2297.0,Undirected,16097,,0.065848,2540
425.0,4736.0,Undirected,16098,,0.065848,2541
425.0,4740.0,Undirected,16099,,1.14846,2542
425.0,4801.0,Undirected,16100,,0.065848,2543
426.0,1171.0,Undirected,16101,,0.411851,2544
426.0,2153.0,Undirected,16102,,0.455313,2545
426.0,2203.0,Undirected,16103,,0.455313,2546
426.0,2239.0,Undirected,16104,,0.873048,2547
427.0,437.0,Undirected,16105,,2.583545,2548
427.0,5213.0,Undirected,16106,,1.14846,2549
427.0,5228.0,Undirected,16107,,0.065848,2550
428.0,657.0,Undirected,16108,,1.859875,2551
428.0,2319.0,Undirected,16109,,0.486165,2552
431.0,441.0,Undirected,16110,,0.098638,2553
431.0,1009.0,Undirected,16111,,0.098638,2554
431.0,1048.0,Undirected,16112,,0.861631,2555
431.0,1134.0,Undirected,16113,,0.098638,2556
431.0,1201.0,Undirected,16114,,0.384695,2557
431.0,1203.0,Undirected,16115,,2.084647,2558
431.0,1238.0,Undirected,16116,,0.098638,2559
431.0,1239.0,Undirected,16117,,0.098638,2560
431.0,1245.0,Undirected,16118,,0.861631,2561
431.0,1256.0,Undirected,16119,,1.564003,2562
431.0,2302.0,Undirected,16120,,0.384695,2563
431.0,2307.0,Undirected,16121,,0.384695,2564
431.0,2319.0,Undirected,16122,,0.947098,2565
431.0,2321.0,Undirected,16123,,2.084647,2566
431.0,2323.0,Undirected,16124,,0.083772,2567
431.0,2328.0,Undirected,16125,,0.098638,2568
431.0,2357.0,Undirected,16126,,0.083772,2569
431.0,2370.0,Undirected,16127,,0.098638,2570
431.0,2421.0,Undirected,16128,,0.098638,2571
431.0,2491.0,Undirected,16129,,0.098638,2572
432.0,479.0,Undirected,16130,,0.446673,2573
432.0,567.0,Undirected,16131,,0.247074,2574
432.0,618.0,Undirected,16132,,0.504486,2575
432.0,666.0,Undirected,16133,,0.11168,2576
432.0,721.0,Undirected,16134,,1.285002,2577
432.0,1387.0,Undirected,16135,,0.418676,2578
432.0,2053.0,Undirected,16136,,2.866535,2579
432.0,2282.0,Undirected,16137,,0.504486,2580
432.0,2288.0,Undirected,16138,,1.285002,2581
432.0,2357.0,Undirected,16139,,1.285002,2582
432.0,2607.0,Undirected,16140,,0.446673,2583
433.0,2883.0,Undirected,16141,,1.234522,2584
434.0,620.0,Undirected,16142,,0.704775,2585
434.0,1276.0,Undirected,16143,,0.873048,2586
434.0,2360.0,Undirected,16144,,0.455313,2587
434.0,2442.0,Undirected,16145,,0.455313,2588
435.0,454.0,Undirected,16146,,1.14846,2589
436.0,2579.0,Undirected,16147,,0.455313,2590
437.0,2603.0,Undirected,16148,,0.356156,2591
437.0,3060.0,Undirected,16149,,0.356156,2592
438.0,714.0,Undirected,16150,,1.685763,2593
440.0,4112.0,Undirected,16151,,1.890397,2594
441.0,2038.0,Undirected,16152,,0.065848,2595
441.0,4624.0,Undirected,16153,,0.065848,2596
441.0,5300.0,Undirected,16154,,1.14846,2597
442.0,1445.0,Undirected,16155,,0.956182,2598
442.0,2118.0,Undirected,16156,,2.028819,2599
443.0,2381.0,Undirected,16157,,0.455313,2600
443.0,2685.0,Undirected,16158,,0.455313,2601
444.0,798.0,Undirected,16159,,0.083772,2602
444.0,1396.0,Undirected,16160,,0.731965,2603
444.0,1722.0,Undirected,16161,,0.425129,2604
444.0,1857.0,Undirected,16162,,0.083772,2605
444.0,2160.0,Undirected,16163,,0.083772,2606
444.0,2942.0,Undirected,16164,,0.860778,2607
444.0,2943.0,Undirected,16165,,0.860778,2608
444.0,2994.0,Undirected,16166,,0.860778,2609
444.0,3055.0,Undirected,16167,,0.425129,2610
444.0,3091.0,Undirected,16168,,0.425129,2611
444.0,3325.0,Undirected,16169,,0.860778,2612
444.0,3344.0,Undirected,16170,,0.425129,2613
444.0,3361.0,Undirected,16171,,2.964912,2614
445.0,476.0,Undirected,16172,,0.841967,2615
445.0,2116.0,Undirected,16173,,1.00885,2616
446.0,2014.0,Undirected,16174,,0.455313,2617
446.0,2022.0,Undirected,16175,,0.455313,2618
447.0,524.0,Undirected,16176,,0.910788,2619
447.0,852.0,Undirected,16177,,0.178659,2620
447.0,2239.0,Undirected,16178,,0.910788,2621
447.0,3510.0,Undirected,16179,,0.486165,2622
448.0,454.0,Undirected,16180,,0.860778,2623
448.0,880.0,Undirected,16181,,1.44512,2624
448.0,988.0,Undirected,16182,,0.083772,2625
449.0,534.0,Undirected,16183,,1.502726,2626
449.0,692.0,Undirected,16184,,0.176663,2627
449.0,1366.0,Undirected,16185,,0.389769,2628
450.0,775.0,Undirected,16186,,0.81165,2629
451.0,964.0,Undirected,16187,,0.139313,2630
451.0,1350.0,Undirected,16188,,2.644004,2631
452.0,907.0,Undirected,16189,,0.560544,2632
453.0,498.0,Undirected,16190,,1.712446,2633
454.0,458.0,Undirected,16191,,0.065848,2634
454.0,3334.0,Undirected,16192,,0.065848,2635
454.0,3342.0,Undirected,16193,,0.065848,2636
455.0,458.0,Undirected,16194,,0.860778,2637
455.0,687.0,Undirected,16195,,0.425129,2638
455.0,1173.0,Undirected,16196,,0.083772,2639
455.0,1391.0,Undirected,16197,,0.704775,2640
455.0,1594.0,Undirected,16198,,1.44512,2641
458.0,1515.0,Undirected,16199,,0.065848,2642
458.0,1547.0,Undirected,16200,,0.065848,2643
458.0,1641.0,Undirected,16201,,1.14846,2644
459.0,482.0,Undirected,16202,,2.084647,2645
459.0,491.0,Undirected,16203,,0.560544,2646
459.0,509.0,Undirected,16204,,0.560544,2647
459.0,530.0,Undirected,16205,,1.502726,2648
459.0,534.0,Undirected,16206,,1.87976,2649
459.0,537.0,Undirected,16207,,1.074933,2650
459.0,559.0,Undirected,16208,,1.890397,2651
459.0,582.0,Undirected,16209,,0.560544,2652
459.0,746.0,Undirected,16210,,1.890397,2653
459.0,840.0,Undirected,16211,,0.560544,2654
459.0,897.0,Undirected,16212,,0.425129,2655
459.0,946.0,Undirected,16213,,0.560544,2656
459.0,972.0,Undirected,16214,,1.87976,2657
461.0,2483.0,Undirected,16215,,0.798178,2658
462.0,582.0,Undirected,16216,,0.304653,2659
462.0,670.0,Undirected,16217,,2.709845,2660
462.0,675.0,Undirected,16218,,0.227096,2661
462.0,705.0,Undirected,16219,,0.304653,2662
462.0,972.0,Undirected,16220,,0.112762,2663
462.0,1026.0,Undirected,16221,,0.227096,2664
462.0,1035.0,Undirected,16222,,0.112762,2665
462.0,1057.0,Undirected,16223,,0.304653,2666
462.0,1060.0,Undirected,16224,,2.816958,2667
462.0,1085.0,Undirected,16225,,0.063866,2668
462.0,1176.0,Undirected,16226,,1.410375,2669
462.0,1741.0,Undirected,16227,,0.304653,2670
462.0,1770.0,Undirected,16228,,0.112762,2671
463.0,532.0,Undirected,16229,,1.14846,2672
464.0,465.0,Undirected,16230,,1.890397,2673
464.0,482.0,Undirected,16231,,0.098638,2674
464.0,532.0,Undirected,16232,,0.065848,2675
464.0,559.0,Undirected,16233,,0.065848,2676
464.0,591.0,Undirected,16234,,0.065848,2677
464.0,596.0,Undirected,16235,,0.065848,2678
464.0,610.0,Undirected,16236,,2.583545,2679
464.0,679.0,Undirected,16237,,1.14846,2680
464.0,692.0,Undirected,16238,,0.098638,2681
464.0,764.0,Undirected,16239,,0.065848,2682
465.0,525.0,Undirected,16240,,0.560544,2683
465.0,752.0,Undirected,16241,,0.528483,2684
465.0,888.0,Undirected,16242,,0.988544,2685
465.0,4032.0,Undirected,16243,,1.890397,2686
466.0,474.0,Undirected,16244,,1.072228,2687
466.0,563.0,Undirected,16245,,1.381487,2688
466.0,659.0,Undirected,16246,,0.641125,2689
466.0,808.0,Undirected,16247,,0.641125,2690
466.0,880.0,Undirected,16248,,0.731965,2691
466.0,919.0,Undirected,16249,,0.528483,2692
466.0,1362.0,Undirected,16250,,0.528483,2693
466.0,3589.0,Undirected,16251,,0.641125,2694
467.0,482.0,Undirected,16252,,0.176663,2695
467.0,595.0,Undirected,16253,,0.408793,2696
467.0,1153.0,Undirected,16254,,0.408793,2697
467.0,1305.0,Undirected,16255,,0.965183,2698
468.0,477.0,Undirected,16256,,3.543352,2699
468.0,662.0,Undirected,16257,,1.592556,2700
468.0,1067.0,Undirected,16258,,0.455313,2701
468.0,1241.0,Undirected,16259,,1.592556,2702
468.0,1306.0,Undirected,16260,,0.455313,2703
468.0,1310.0,Undirected,16261,,0.704775,2704
468.0,2442.0,Undirected,16262,,0.455313,2705
469.0,709.0,Undirected,16263,,1.14846,2706
469.0,761.0,Undirected,16264,,0.860778,2707
469.0,2163.0,Undirected,16265,,0.065848,2708
469.0,2689.0,Undirected,16266,,0.065848,2709
469.0,3648.0,Undirected,16267,,1.14846,2710
469.0,3655.0,Undirected,16268,,0.065848,2711
470.0,491.0,Undirected,16269,,1.8663,2712
470.0,517.0,Undirected,16270,,0.098638,2713
470.0,529.0,Undirected,16271,,0.098638,2714
470.0,530.0,Undirected,16272,,2.575077,2715
470.0,540.0,Undirected,16273,,0.384695,2716
470.0,563.0,Undirected,16274,,2.195845,2717
470.0,598.0,Undirected,16275,,0.083772,2718
470.0,615.0,Undirected,16276,,0.384695,2719
470.0,616.0,Undirected,16277,,0.384695,2720
470.0,662.0,Undirected,16278,,0.947098,2721
470.0,729.0,Undirected,16279,,0.384695,2722
470.0,772.0,Undirected,16280,,3.507514,2723
470.0,778.0,Undirected,16281,,0.098638,2724
470.0,779.0,Undirected,16282,,0.098638,2725
470.0,820.0,Undirected,16283,,2.67656,2726
470.0,925.0,Undirected,16284,,1.8663,2727
470.0,1383.0,Undirected,16285,,0.098638,2728
470.0,1397.0,Undirected,16286,,0.098638,2729
470.0,1426.0,Undirected,16287,,0.098638,2730
470.0,1459.0,Undirected,16288,,1.8663,2731
470.0,1477.0,Undirected,16289,,0.947098,2732
470.0,1503.0,Undirected,16290,,0.083772,2733
470.0,2020.0,Undirected,16291,,0.098638,2734
470.0,2090.0,Undirected,16292,,0.098638,2735
470.0,2155.0,Undirected,16293,,0.098638,2736
470.0,3424.0,Undirected,16294,,0.098638,2737
471.0,507.0,Undirected,16295,,1.335672,2738
471.0,640.0,Undirected,16296,,0.237059,2739
471.0,954.0,Undirected,16297,,0.237059,2740
474.0,550.0,Undirected,16298,,0.809579,2741
474.0,670.0,Undirected,16299,,0.721033,2742
474.0,681.0,Undirected,16300,,2.935362,2743
474.0,777.0,Undirected,16301,,0.761217,2744
474.0,1186.0,Undirected,16302,,0.721033,2745
474.0,1253.0,Undirected,16303,,0.809579,2746
476.0,558.0,Undirected,16304,,0.112762,2747
476.0,1057.0,Undirected,16305,,0.304653,2748
476.0,1073.0,Undirected,16306,,0.304653,2749
476.0,1093.0,Undirected,16307,,1.690947,2750
476.0,2410.0,Undirected,16308,,0.112762,2751
476.0,2432.0,Undirected,16309,,0.304653,2752
477.0,513.0,Undirected,16310,,1.297668,2753
477.0,704.0,Undirected,16311,,0.083772,2754
477.0,1685.0,Undirected,16312,,1.438856,2755
477.0,3446.0,Undirected,16313,,1.438856,2756
478.0,512.0,Undirected,16314,,0.12615,2757
478.0,585.0,Undirected,16315,,0.943565,2758
478.0,2084.0,Undirected,16316,,0.12615,2759
478.0,2125.0,Undirected,16317,,1.541432,2760
478.0,2298.0,Undirected,16318,,0.12615,2761
479.0,500.0,Undirected,16319,,1.592556,2762
479.0,567.0,Undirected,16320,,0.101833,2763
479.0,2483.0,Undirected,16321,,1.592556,2764
479.0,2598.0,Undirected,16322,,1.330782,2765
479.0,2611.0,Undirected,16323,,1.330782,2766
479.0,3583.0,Undirected,16324,,0.020473,2767
480.0,521.0,Undirected,16325,,0.455313,2768
480.0,549.0,Undirected,16326,,0.455313,2769
480.0,587.0,Undirected,16327,,0.455313,2770
