k;Nk;Pk;logk;logPk;empty;target_source;count
;;;;;;247;11
;;;;;;247;11
;;;;;;247;11
;;;;;;247;11
;;;;;;247;11
;;;;;;248;10
;;;;;;248;10
;;;;;;248;10
;;;;;;248;10
;;;;;;249;10
;;;;;;249;10
;;;;;;249;10
;;;;;;249;10
;;;;;;249;10
;;;;;;249;10
;;;;;;250;6
;;;;;;250;6
;;;;;;250;6
;;;;;;250;6
;;;;;;250;6
;;;;;;251;13
;;;;;;251;13
;;;;;;251;13
;;;;;;251;13
;;;;;;251;13
;;;;;;251;13
;;;;;;252;12
;;;;;;252;12
;;;;;;252;12
;;;;;;252;12
;;;;;;252;12
;;;;;;253;16
;;;;;;253;16
;;;;;;253;16
;;;;;;253;16
;;;;;;253;16
;;;;;;253;16
;;;;;;253;16
;;;;;;253;16
;;;;;;253;16
;;;;;;254;20
;;;;;;254;20
;;;;;;254;20
;;;;;;254;20
;;;;;;254;20
;;;;;;254;20
;;;;;;254;20
;;;;;;254;20
;;;;;;254;20
;;;;;;254;20
;;;;;;255;8
;;;;;;255;8
;;;;;;255;8
;;;;;;255;8
;;;;;;256;9
;;;;;;256;9
;;;;;;256;9
;;;;;;256;9
;;;;;;256;9
;;;;;;257;5
;;;;;;257;5
;;;;;;258;11
;;;;;;258;11
;;;;;;258;11
;;;;;;258;11
;;;;;;258;11
;;;;;;258;11
;;;;;;259;14
;;;;;;259;14
;;;;;;259;14
;;;;;;259;14
;;;;;;259;14
;;;;;;259;14
;;;;;;259;14
;;;;;;259;14
;;;;;;259;14
;;;;;;260;7
;;;;;;260;7
;;;;;;260;7
;;;;;;261;10
;;;;;;261;10
;;;;;;261;10
;;;;;;261;10
;;;;;;262;11
;;;;;;262;11
;;;;;;262;11
;;;;;;262;11
;;;;;;262;11
;;;;;;262;11
;;;;;;262;11
;;;;;;263;6
;;;;;;263;6
;;;;;;263;6
;;;;;;263;6
;;;;;;264;11
;;;;;;264;11
;;;;;;264;11
;;;;;;264;11
;;;;;;264;11
;;;;;;264;11
;;;;;;265;15
;;;;;;265;15
;;;;;;265;15
;;;;;;265;15
;;;;;;265;15
;;;;;;265;15
;;;;;;265;15
;;;;;;266;9
;;;;;;266;9
;;;;;;266;9
;;;;;;266;9
;;;;;;267;5
;;;;;;267;5
;;;;;;267;5
;;;;;;267;5
;;;;;;268;10
;;;;;;268;10
;;;;;;268;10
;;;;;;268;10
;;;;;;268;10
;;;;;;268;10
;;;;;;269;16
;;;;;;269;16
;;;;;;269;16
;;;;;;269;16
;;;;;;269;16
;;;;;;269;16
;;;;;;269;16
;;;;;;269;16
;;;;;;270;10
;;;;;;270;10
;;;;;;270;10
;;;;;;270;10
;;;;;;271;16
;;;;;;271;16
;;;;;;271;16
;;;;;;271;16
;;;;;;271;16
;;;;;;271;16
;;;;;;271;16
;;;;;;271;16
;;;;;;272;11
;;;;;;272;11
;;;;;;272;11
;;;;;;273;11
;;;;;;273;11
;;;;;;273;11
;;;;;;273;11
;;;;;;273;11
;;;;;;273;11
;;;;;;274;7
;;;;;;274;7
;;;;;;275;8
;;;;;;275;8
;;;;;;275;8
;;;;;;275;8
;;;;;;276;12
;;;;;;276;12
;;;;;;276;12
;;;;;;276;12
;;;;;;276;12
;;;;;;277;5
;;;;;;278;6
;;;;;;279;5
;;;;;;279;5
;;;;;;279;5
;;;;;;279;5
;;;;;;280;10
;;;;;;280;10
;;;;;;280;10
;;;;;;280;10
;;;;;;280;10
;;;;;;280;10
;;;;;;280;10
;;;;;;281;11
;;;;;;281;11
;;;;;;281;11
;;;;;;281;11
;;;;;;281;11
;;;;;;281;11
;;;;;;282;11
;;;;;;282;11
;;;;;;282;11
;;;;;;282;11
;;;;;;283;5
;;;;;;283;5
;;;;;;283;5
;;;;;;284;8
;;;;;;284;8
;;;;;;284;8
;;;;;;285;4
;;;;;;286;9
;;;;;;286;9
;;;;;;286;9
;;;;;;286;9
;;;;;;287;10
;;;;;;287;10
;;;;;;287;10
;;;;;;287;10
;;;;;;287;10
;;;;;;287;10
;;;;;;288;6
;;;;;;288;6
;;;;;;288;6
;;;;;;288;6
;;;;;;288;6
;;;;;;289;12
;;;;;;289;12
;;;;;;289;12
;;;;;;289;12
;;;;;;290;11
;;;;;;290;11
;;;;;;290;11
;;;;;;291;12
;;;;;;291;12
;;;;;;291;12
;;;;;;291;12
;;;;;;291;12
;;;;;;292;13
;;;;;;292;13
;;;;;;292;13
;;;;;;292;13
;;;;;;292;13
;;;;;;293;15
;;;;;;293;15
;;;;;;293;15
;;;;;;293;15
;;;;;;293;15
;;;;;;293;15
;;;;;;293;15
;;;;;;294;8
;;;;;;294;8
;;;;;;294;8
;;;;;;294;8
;;;;;;295;8
;;;;;;295;8
;;;;;;295;8
;;;;;;295;8
;;;;;;295;8
;;;;;;295;8
;;;;;;296;10
;;;;;;296;10
;;;;;;296;10
;;;;;;296;10
;;;;;;297;12
;;;;;;297;12
;;;;;;297;12
;;;;;;297;12
;;;;;;297;12
;;;;;;297;12
;;;;;;298;9
;;;;;;298;9
;;;;;;299;12
;;;;;;299;12
;;;;;;299;12
;;;;;;299;12
;;;;;;299;12
;;;;;;299;12
;;;;;;299;12
;;;;;;300;11
;;;;;;300;11
;;;;;;301;9
;;;;;;301;9
;;;;;;301;9
;;;;;;301;9
;;;;;;301;9
;;;;;;302;6
;;;;;;302;6
;;;;;;302;6
;;;;;;303;12
;;;;;;303;12
;;;;;;303;12
;;;;;;303;12
;;;;;;303;12
;;;;;;303;12
;;;;;;303;12
;;;;;;303;12
;;;;;;303;12
;;;;;;304;17
;;;;;;304;17
;;;;;;304;17
;;;;;;304;17
;;;;;;304;17
;;;;;;304;17
;;;;;;304;17
;;;;;;304;17
;;;;;;304;17
;;;;;;304;17
;;;;;;305;9
;;;;;;305;9
;;;;;;305;9
;;;;;;305;9
;;;;;;305;9
;;;;;;305;9
;;;;;;305;9
;;;;;;306;15
;;;;;;306;15
;;;;;;306;15
;;;;;;306;15
;;;;;;306;15
;;;;;;306;15
;;;;;;306;15
;;;;;;306;15
;;;;;;306;15
;;;;;;307;15
;;;;;;307;15
;;;;;;307;15
;;;;;;307;15
;;;;;;307;15
;;;;;;307;15
;;;;;;307;15
;;;;;;307;15
;;;;;;308;7
;;;;;;308;7
;;;;;;308;7
;;;;;;309;10
;;;;;;309;10
;;;;;;309;10
;;;;;;309;10
;;;;;;309;10
;;;;;;309;10
;;;;;;310;14
;;;;;;310;14
;;;;;;310;14
;;;;;;310;14
;;;;;;310;14
;;;;;;310;14
;;;;;;310;14
;;;;;;311;10
;;;;;;311;10
;;;;;;311;10
;;;;;;311;10
;;;;;;311;10
;;;;;;312;6
;;;;;;312;6
;;;;;;312;6
;;;;;;312;6
;;;;;;312;6
;;;;;;313;11
;;;;;;313;11
;;;;;;313;11
;;;;;;313;11
;;;;;;314;13
;;;;;;314;13
;;;;;;314;13
;;;;;;314;13
;;;;;;314;13
;;;;;;314;13
;;;;;;314;13
;;;;;;314;13
;;;;;;314;13
;;;;;;315;7
;;;;;;315;7
;;;;;;315;7
;;;;;;315;7
;;;;;;316;13
;;;;;;316;13
;;;;;;316;13
;;;;;;316;13
;;;;;;316;13
;;;;;;316;13
;;;;;;316;13
;;;;;;317;10
;;;;;;317;10
;;;;;;317;10
;;;;;;318;12
;;;;;;318;12
;;;;;;319;10
;;;;;;319;10
;;;;;;319;10
;;;;;;319;10
;;;;;;319;10
;;;;;;320;13
;;;;;;320;13
;;;;;;320;13
;;;;;;321;9
;;;;;;321;9
;;;;;;321;9
;;;;;;321;9
;;;;;;321;9
;;;;;;321;9
;;;;;;321;9
;;;;;;322;11
;;;;;;322;11
;;;;;;322;11
;;;;;;322;11
;;;;;;322;11
;;;;;;322;11
;;;;;;323;10
;;;;;;323;10
;;;;;;323;10
;;;;;;323;10
;;;;;;323;10
;;;;;;323;10
;;;;;;324;14
;;;;;;324;14
;;;;;;324;14
;;;;;;324;14
;;;;;;324;14
;;;;;;324;14
;;;;;;324;14
;;;;;;325;9
;;;;;;325;9
;;;;;;325;9
;;;;;;325;9
;;;;;;325;9
;;;;;;326;13
;;;;;;326;13
;;;;;;326;13
;;;;;;326;13
;;;;;;326;13
;;;;;;326;13
;;;;;;326;13
;;;;;;326;13
;;;;;;327;10
;;;;;;327;10
;;;;;;327;10
;;;;;;327;10
;;;;;;328;12
;;;;;;328;12
;;;;;;328;12
;;;;;;328;12
;;;;;;328;12
;;;;;;329;5
;;;;;;329;5
;;;;;;329;5
;;;;;;330;10
;;;;;;330;10
;;;;;;330;10
;;;;;;330;10
;;;;;;330;10
;;;;;;330;10
;;;;;;331;11
;;;;;;331;11
;;;;;;331;11
;;;;;;331;11
;;;;;;332;10
;;;;;;332;10
;;;;;;332;10
;;;;;;332;10
;;;;;;332;10
;;;;;;333;14
;;;;;;333;14
;;;;;;333;14
;;;;;;333;14
;;;;;;333;14
;;;;;;333;14
;;;;;;334;12
;;;;;;334;12
;;;;;;334;12
;;;;;;335;10
;;;;;;335;10
;;;;;;335;10
;;;;;;335;10
;;;;;;336;16
;;;;;;336;16
;;;;;;336;16
;;;;;;336;16
;;;;;;336;16
;;;;;;336;16
;;;;;;337;16
;;;;;;337;16
;;;;;;337;16
;;;;;;337;16
;;;;;;337;16
;;;;;;337;16
;;;;;;337;16
;;;;;;337;16
;;;;;;337;16
;;;;;;337;16
;;;;;;337;16
;;;;;;338;11
;;;;;;338;11
;;;;;;338;11
;;;;;;338;11
;;;;;;338;11
;;;;;;338;11
;;;;;;338;11
;;;;;;339;7
;;;;;;339;7
;;;;;;339;7
;;;;;;340;12
;;;;;;340;12
;;;;;;340;12
;;;;;;340;12
;;;;;;340;12
;;;;;;341;7
;;;;;;341;7
;;;;;;341;7
;;;;;;341;7
;;;;;;342;7
;;;;;;342;7
;;;;;;342;7
;;;;;;342;7
;;;;;;342;7
;;;;;;342;7
;;;;;;343;6
;;;;;;343;6
;;;;;;343;6
;;;;;;343;6
;;;;;;344;6
;;;;;;344;6
;;;;;;344;6
;;;;;;345;9
;;;;;;345;9
;;;;;;345;9
;;;;;;345;9
;;;;;;345;9
;;;;;;345;9
;;;;;;346;13
;;;;;;346;13
;;;;;;346;13
;;;;;;346;13
;;;;;;346;13
;;;;;;346;13
;;;;;;347;5
;;;;;;347;5
;;;;;;347;5
;;;;;;348;6
;;;;;;348;6
;;;;;;348;6
;;;;;;348;6
;;;;;;349;14
;;;;;;349;14
;;;;;;349;14
;;;;;;349;14
;;;;;;349;14
;;;;;;350;7
;;;;;;350;7
;;;;;;350;7
;;;;;;350;7
;;;;;;350;7
;;;;;;351;8
;;;;;;351;8
;;;;;;351;8
;;;;;;352;10
;;;;;;352;10
;;;;;;352;10
;;;;;;352;10
;;;;;;353;9
;;;;;;353;9
;;;;;;353;9
;;;;;;353;9
;;;;;;353;9
;;;;;;354;10
;;;;;;354;10
;;;;;;354;10
;;;;;;354;10
;;;;;;354;10
;;;;;;354;10
;;;;;;355;10
;;;;;;355;10
;;;;;;355;10
;;;;;;356;11
;;;;;;356;11
;;;;;;356;11
;;;;;;356;11
;;;;;;356;11
;;;;;;356;11
;;;;;;356;11
;;;;;;357;10
;;;;;;357;10
;;;;;;357;10
;;;;;;357;10
;;;;;;357;10
;;;;;;357;10
;;;;;;358;10
;;;;;;358;10
;;;;;;358;10
;;;;;;358;10
;;;;;;358;10
;;;;;;359;14
;;;;;;359;14
;;;;;;359;14
;;;;;;359;14
;;;;;;359;14
;;;;;;359;14
;;;;;;359;14
;;;;;;359;14
;;;;;;359;14
;;;;;;360;11
;;;;;;360;11
;;;;;;360;11
;;;;;;360;11
;;;;;;360;11
;;;;;;360;11
;;;;;;360;11
;;;;;;361;5
;;;;;;361;5
;;;;;;361;5
;;;;;;361;5
;;;;;;361;5
;;;;;;362;13
;;;;;;362;13
;;;;;;362;13
;;;;;;362;13
;;;;;;362;13
;;;;;;362;13
;;;;;;362;13
;;;;;;362;13
;;;;;;362;13
;;;;;;363;11
;;;;;;363;11
;;;;;;363;11
;;;;;;363;11
;;;;;;363;11
;;;;;;363;11
;;;;;;363;11
;;;;;;363;11
;;;;;;364;7
;;;;;;364;7
;;;;;;364;7
;;;;;;364;7
;;;;;;364;7
;;;;;;365;12
;;;;;;365;12
;;;;;;365;12
;;;;;;365;12
;;;;;;365;12
;;;;;;365;12
;;;;;;366;8
;;;;;;366;8
;;;;;;366;8
;;;;;;366;8
;;;;;;367;13
;;;;;;367;13
;;;;;;367;13
;;;;;;367;13
;;;;;;367;13
;;;;;;367;13
;;;;;;367;13
;;;;;;367;13
;;;;;;367;13
;;;;;;368;8
;;;;;;368;8
;;;;;;368;8
;;;;;;368;8
;;;;;;369;8
;;;;;;369;8
;;;;;;369;8
;;;;;;369;8
;;;;;;369;8
;;;;;;370;10
;;;;;;370;10
;;;;;;370;10
;;;;;;370;10
;;;;;;371;12
;;;;;;371;12
;;;;;;371;12
;;;;;;371;12
;;;;;;371;12
;;;;;;371;12
;;;;;;371;12
;;;;;;372;12
;;;;;;372;12
;;;;;;372;12
;;;;;;372;12
;;;;;;372;12
;;;;;;373;11
;;;;;;373;11
;;;;;;373;11
;;;;;;373;11
;;;;;;373;11
;;;;;;374;9
;;;;;;374;9
;;;;;;374;9
;;;;;;374;9
;;;;;;374;9
;;;;;;375;10
;;;;;;375;10
;;;;;;375;10
;;;;;;375;10
;;;;;;375;10
;;;;;;375;10
;;;;;;376;8
;;;;;;376;8
;;;;;;376;8
;;;;;;376;8
;;;;;;377;9
;;;;;;377;9
;;;;;;377;9
;;;;;;377;9
;;;;;;377;9
;;;;;;378;12
;;;;;;378;12
;;;;;;378;12
;;;;;;378;12
;;;;;;378;12
;;;;;;378;12
;;;;;;379;11
;;;;;;379;11
;;;;;;379;11
;;;;;;379;11
;;;;;;379;11
;;;;;;379;11
;;;;;;379;11
;;;;;;379;11
;;;;;;380;10
;;;;;;380;10
;;;;;;380;10
;;;;;;381;11
;;;;;;381;11
;;;;;;381;11
;;;;;;381;11
;;;;;;381;11
;;;;;;381;11
;;;;;;381;11
;;;;;;382;6
;;;;;;382;6
;;;;;;382;6
;;;;;;382;6
;;;;;;383;17
;;;;;;383;17
;;;;;;383;17
;;;;;;383;17
;;;;;;383;17
;;;;;;383;17
;;;;;;383;17
;;;;;;383;17
;;;;;;384;7
;;;;;;384;7
;;;;;;384;7
;;;;;;385;9
;;;;;;385;9
;;;;;;385;9
;;;;;;385;9
;;;;;;386;11
;;;;;;386;11
;;;;;;386;11
;;;;;;386;11
;;;;;;386;11
;;;;;;386;11
;;;;;;386;11
;;;;;;386;11
;;;;;;386;11
;;;;;;387;13
;;;;;;387;13
;;;;;;387;13
;;;;;;387;13
;;;;;;387;13
;;;;;;387;13
;;;;;;387;13
;;;;;;387;13
;;;;;;388;10
;;;;;;388;10
;;;;;;388;10
;;;;;;388;10
;;;;;;388;10
;;;;;;388;10
;;;;;;389;9
;;;;;;389;9
;;;;;;389;9
;;;;;;389;9
;;;;;;389;9
;;;;;;390;20
;;;;;;390;20
;;;;;;390;20
;;;;;;390;20
;;;;;;390;20
;;;;;;390;20
;;;;;;390;20
;;;;;;390;20
;;;;;;390;20
;;;;;;391;15
;;;;;;391;15
;;;;;;391;15
;;;;;;391;15
;;;;;;391;15
;;;;;;392;16
;;;;;;392;16
;;;;;;392;16
;;;;;;392;16
;;;;;;392;16
;;;;;;392;16
;;;;;;392;16
;;;;;;392;16
;;;;;;393;9
;;;;;;393;9
;;;;;;393;9
;;;;;;393;9
;;;;;;393;9
;;;;;;393;9
;;;;;;393;9
;;;;;;394;5
;;;;;;394;5
;;;;;;394;5
;;;;;;394;5
;;;;;;395;9
;;;;;;395;9
;;;;;;395;9
;;;;;;395;9
;;;;;;396;14
;;;;;;396;14
;;;;;;396;14
;;;;;;396;14
;;;;;;396;14
;;;;;;396;14
;;;;;;397;11
;;;;;;397;11
;;;;;;397;11
;;;;;;397;11
;;;;;;397;11
;;;;;;398;13
;;;;;;398;13
;;;;;;398;13
;;;;;;398;13
;;;;;;398;13
;;;;;;398;13
;;;;;;398;13
;;;;;;399;16
;;;;;;399;16
;;;;;;399;16
;;;;;;399;16
;;;;;;399;16
;;;;;;399;16
;;;;;;399;16
;;;;;;399;16
;;;;;;400;10
;;;;;;400;10
;;;;;;400;10
;;;;;;400;10
;;;;;;400;10
;;;;;;400;10
;;;;;;401;19
;;;;;;401;19
;;;;;;401;19
;;;;;;401;19
;;;;;;401;19
;;;;;;401;19
;;;;;;401;19
;;;;;;401;19
;;;;;;401;19
;;;;;;402;9
;;;;;;402;9
;;;;;;402;9
;;;;;;402;9
;;;;;;402;9
;;;;;;403;9
;;;;;;403;9
;;;;;;403;9
;;;;;;403;9
;;;;;;404;8
;;;;;;404;8
;;;;;;405;10
;;;;;;405;10
;;;;;;405;10
;;;;;;405;10
;;;;;;405;10
;;;;;;406;10
;;;;;;406;10
;;;;;;406;10
;;;;;;406;10
;;;;;;407;6
;;;;;;408;12
;;;;;;408;12
;;;;;;408;12
;;;;;;408;12
;;;;;;408;12
;;;;;;408;12
;;;;;;408;12
;;;;;;409;7
;;;;;;409;7
;;;;;;409;7
;;;;;;410;10
;;;;;;410;10
;;;;;;410;10
;;;;;;411;8
;;;;;;411;8
;;;;;;411;8
;;;;;;411;8
;;;;;;411;8
;;;;;;411;8
;;;;;;412;11
;;;;;;412;11
;;;;;;412;11
;;;;;;412;11
;;;;;;413;8
;;;;;;413;8
;;;;;;413;8
;;;;;;413;8
;;;;;;414;14
;;;;;;414;14
;;;;;;414;14
;;;;;;414;14
;;;;;;414;14
;;;;;;414;14
;;;;;;414;14
;;;;;;415;13
;;;;;;415;13
;;;;;;415;13
;;;;;;415;13
;;;;;;415;13
;;;;;;415;13
;;;;;;416;10
;;;;;;416;10
;;;;;;416;10
;;;;;;416;10
;;;;;;416;10
;;;;;;417;11
;;;;;;417;11
;;;;;;417;11
;;;;;;417;11
;;;;;;418;8
;;;;;;418;8
;;;;;;418;8
;;;;;;418;8
;;;;;;418;8
;;;;;;419;17
;;;;;;419;17
;;;;;;419;17
;;;;;;419;17
;;;;;;419;17
;;;;;;419;17
;;;;;;419;17
;;;;;;419;17
;;;;;;419;17
;;;;;;420;10
;;;;;;420;10
;;;;;;420;10
;;;;;;420;10
;;;;;;420;10
;;;;;;421;6
;;;;;;421;6
;;;;;;421;6
;;;;;;422;13
;;;;;;422;13
;;;;;;422;13
;;;;;;422;13
;;;;;;422;13
;;;;;;422;13
;;;;;;422;13
;;;;;;423;4
;;;;;;424;14
;;;;;;424;14
;;;;;;424;14
;;;;;;424;14
;;;;;;424;14
;;;;;;424;14
;;;;;;424;14
;;;;;;425;9
;;;;;;425;9
;;;;;;425;9
;;;;;;425;9
;;;;;;425;9
;;;;;;425;9
;;;;;;426;11
;;;;;;426;11
;;;;;;426;11
;;;;;;426;11
;;;;;;426;11
;;;;;;426;11
;;;;;;426;11
;;;;;;426;11
;;;;;;427;11
;;;;;;427;11
;;;;;;427;11
;;;;;;427;11
;;;;;;427;11
;;;;;;427;11
;;;;;;427;11
;;;;;;428;11
;;;;;;428;11
;;;;;;428;11
;;;;;;428;11
;;;;;;428;11
;;;;;;429;10
;;;;;;429;10
;;;;;;429;10
;;;;;;430;12
;;;;;;430;12
;;;;;;430;12
;;;;;;430;12
;;;;;;430;12
;;;;;;430;12
;;;;;;430;12
;;;;;;431;10
;;;;;;431;10
;;;;;;431;10
;;;;;;431;10
;;;;;;431;10
;;;;;;431;10
;;;;;;431;10
;;;;;;432;12
;;;;;;432;12
;;;;;;432;12
;;;;;;432;12
;;;;;;432;12
;;;;;;432;12
;;;;;;433;16
;;;;;;433;16
;;;;;;433;16
;;;;;;433;16
;;;;;;433;16
;;;;;;433;16
;;;;;;433;16
;;;;;;434;7
;;;;;;434;7
;;;;;;434;7
;;;;;;434;7
;;;;;;435;11
;;;;;;435;11
;;;;;;435;11
;;;;;;435;11
;;;;;;435;11
;;;;;;435;11
;;;;;;436;7
;;;;;;437;20
;;;;;;437;20
;;;;;;437;20
;;;;;;437;20
;;;;;;437;20
;;;;;;437;20
;;;;;;437;20
;;;;;;437;20
;;;;;;437;20
;;;;;;437;20
;;;;;;437;20
;;;;;;437;20
;;;;;;438;10
;;;;;;438;10
;;;;;;438;10
;;;;;;439;13
;;;;;;439;13
;;;;;;439;13
;;;;;;439;13
;;;;;;439;13
;;;;;;440;8
;;;;;;440;8
;;;;;;440;8
;;;;;;440;8
;;;;;;440;8
;;;;;;441;13
;;;;;;441;13
;;;;;;441;13
;;;;;;441;13
;;;;;;441;13
;;;;;;441;13
;;;;;;442;9
;;;;;;442;9
;;;;;;442;9
;;;;;;442;9
;;;;;;442;9
;;;;;;442;9
;;;;;;443;9
;;;;;;443;9
;;;;;;443;9
;;;;;;443;9
;;;;;;443;9
;;;;;;444;8
;;;;;;444;8
;;;;;;444;8
;;;;;;445;7
;;;;;;446;18
;;;;;;446;18
;;;;;;446;18
;;;;;;446;18
;;;;;;446;18
;;;;;;446;18
;;;;;;446;18
;;;;;;446;18
;;;;;;447;14
;;;;;;447;14
;;;;;;447;14
;;;;;;447;14
;;;;;;447;14
;;;;;;447;14
;;;;;;448;5
;;;;;;449;10
;;;;;;449;10
;;;;;;449;10
;;;;;;450;7
;;;;;;450;7
;;;;;;450;7
;;;;;;450;7
;;;;;;451;11
;;;;;;451;11
;;;;;;451;11
;;;;;;451;11
;;;;;;451;11
;;;;;;451;11
;;;;;;451;11
;;;;;;451;11
;;;;;;452;11
;;;;;;452;11
;;;;;;452;11
;;;;;;452;11
;;;;;;453;6
;;;;;;453;6
;;;;;;453;6
;;;;;;453;6
;;;;;;453;6
;;;;;;454;9
;;;;;;454;9
;;;;;;454;9
;;;;;;454;9
;;;;;;454;9
;;;;;;455;9
;;;;;;455;9
;;;;;;455;9
;;;;;;455;9
;;;;;;456;8
;;;;;;456;8
;;;;;;456;8
;;;;;;456;8
;;;;;;456;8
;;;;;;457;9
;;;;;;457;9
;;;;;;457;9
;;;;;;457;9
;;;;;;458;7
;;;;;;458;7
;;;;;;459;9
;;;;;;459;9
;;;;;;460;14
;;;;;;460;14
;;;;;;460;14
;;;;;;460;14
;;;;;;460;14
;;;;;;460;14
;;;;;;461;5
;;;;;;461;5
;;;;;;461;5
;;;;;;462;17
;;;;;;462;17
;;;;;;462;17
;;;;;;462;17
;;;;;;462;17
;;;;;;462;17
;;;;;;462;17
;;;;;;462;17
;;;;;;463;11
;;;;;;463;11
;;;;;;463;11
;;;;;;463;11
;;;;;;463;11
;;;;;;463;11
;;;;;;463;11
;;;;;;463;11
;;;;;;464;14
;;;;;;464;14
;;;;;;464;14
;;;;;;464;14
;;;;;;464;14
;;;;;;464;14
;;;;;;464;14
;;;;;;465;11
;;;;;;465;11
;;;;;;465;11
;;;;;;465;11
;;;;;;466;12
;;;;;;466;12
;;;;;;466;12
;;;;;;466;12
;;;;;;466;12
;;;;;;466;12
;;;;;;466;12
;;;;;;466;12
;;;;;;467;9
;;;;;;467;9
;;;;;;467;9
;;;;;;467;9
;;;;;;468;7
;;;;;;468;7
;;;;;;468;7
;;;;;;469;10
;;;;;;469;10
;;;;;;469;10
;;;;;;469;10
;;;;;;469;10
;;;;;;469;10
;;;;;;470;11
;;;;;;470;11
;;;;;;470;11
;;;;;;470;11
;;;;;;470;11
;;;;;;470;11
;;;;;;470;11
;;;;;;470;11
;;;;;;471;12
;;;;;;471;12
;;;;;;471;12
;;;;;;471;12
;;;;;;471;12
;;;;;;471;12
;;;;;;472;18
;;;;;;472;18
;;;;;;472;18
;;;;;;472;18
;;;;;;472;18
;;;;;;472;18
;;;;;;472;18
;;;;;;472;18
;;;;;;472;18
;;;;;;472;18
;;;;;;472;18
;;;;;;472;18
;;;;;;473;10
;;;;;;473;10
;;;;;;473;10
;;;;;;473;10
;;;;;;474;7
;;;;;;475;15
;;;;;;475;15
;;;;;;475;15
;;;;;;475;15
;;;;;;475;15
;;;;;;475;15
;;;;;;476;9
;;;;;;476;9
;;;;;;476;9
;;;;;;476;9
;;;;;;476;9
;;;;;;476;9
;;;;;;476;9
;;;;;;477;14
;;;;;;477;14
;;;;;;477;14
;;;;;;477;14
;;;;;;477;14
;;;;;;477;14
;;;;;;478;13
;;;;;;478;13
;;;;;;478;13
;;;;;;478;13
;;;;;;478;13
;;;;;;478;13
;;;;;;479;25
;;;;;;479;25
;;;;;;479;25
;;;;;;479;25
;;;;;;479;25
;;;;;;479;25
;;;;;;479;25
;;;;;;479;25
;;;;;;479;25
;;;;;;479;25
;;;;;;479;25
;;;;;;479;25
;;;;;;479;25
;;;;;;479;25
;;;;;;479;25
;;;;;;480;10
;;;;;;480;10
;;;;;;480;10
;;;;;;480;10
;;;;;;480;10
;;;;;;480;10
;;;;;;480;10
;;;;;;481;7
;;;;;;481;7
;;;;;;481;7
;;;;;;482;15
;;;;;;482;15
;;;;;;482;15
;;;;;;482;15
;;;;;;482;15
;;;;;;482;15
;;;;;;482;15
;;;;;;483;7
;;;;;;483;7
;;;;;;483;7
;;;;;;484;10
;;;;;;484;10
;;;;;;485;9
;;;;;;485;9
;;;;;;485;9
;;;;;;485;9
;;;;;;485;9
;;;;;;486;11
;;;;;;486;11
;;;;;;486;11
;;;;;;486;11
;;;;;;486;11
;;;;;;486;11
;;;;;;486;11
;;;;;;487;10
;;;;;;487;10
;;;;;;487;10
;;;;;;487;10
;;;;;;487;10
;;;;;;488;9
;;;;;;488;9
;;;;;;488;9
;;;;;;488;9
;;;;;;488;9
;;;;;;489;12
;;;;;;489;12
;;;;;;489;12
;;;;;;489;12
;;;;;;489;12
;;;;;;490;12
;;;;;;490;12
;;;;;;490;12
;;;;;;490;12
;;;;;;490;12
;;;;;;490;12
;;;;;;490;12
;;;;;;490;12
;;;;;;490;12
;;;;;;490;12
;;;;;;490;12
;;;;;;491;11
;;;;;;491;11
;;;;;;491;11
;;;;;;491;11
;;;;;;491;11
;;;;;;491;11
;;;;;;491;11
;;;;;;491;11
;;;;;;491;11
;;;;;;492;6
;;;;;;492;6
;;;;;;492;6
;;;;;;492;6
;;;;;;492;6
;;;;;;493;12
;;;;;;493;12
;;;;;;493;12
;;;;;;493;12
;;;;;;493;12
;;;;;;493;12
;;;;;;493;12
;;;;;;494;7
;;;;;;494;7
;;;;;;494;7
;;;;;;494;7
;;;;;;494;7
;;;;;;495;7
;;;;;;495;7
;;;;;;495;7
;;;;;;495;7
;;;;;;496;16
;;;;;;496;16
;;;;;;496;16
;;;;;;496;16
;;;;;;496;16
;;;;;;496;16
;;;;;;496;16
;;;;;;496;16
;;;;;;497;11
;;;;;;497;11
;;;;;;497;11
;;;;;;497;11
;;;;;;498;10
;;;;;;498;10
;;;;;;498;10
;;;;;;499;8
;;;;;;499;8
;;;;;;499;8
;;;;;;499;8
;;;;;;500;10
;;;;;;500;10
;;;;;;500;10
;;;;;;500;10
;;;;;;500;10
;;;;;;501;17
;;;;;;501;17
;;;;;;501;17
;;;;;;501;17
;;;;;;501;17
;;;;;;501;17
;;;;;;501;17
;;;;;;501;17
;;;;;;502;14
;;;;;;502;14
;;;;;;502;14
;;;;;;502;14
;;;;;;502;14
;;;;;;502;14
;;;;;;503;6
;;;;;;503;6
;;;;;;503;6
;;;;;;503;6
;;;;;;504;18
;;;;;;504;18
;;;;;;504;18
;;;;;;504;18
;;;;;;504;18
;;;;;;504;18
;;;;;;504;18
;;;;;;504;18
;;;;;;504;18
;;;;;;504;18
;;;;;;505;7
;;;;;;505;7
;;;;;;505;7
;;;;;;506;12
;;;;;;506;12
;;;;;;506;12
;;;;;;506;12
;;;;;;506;12
;;;;;;506;12
;;;;;;507;9
;;;;;;507;9
;;;;;;507;9
;;;;;;507;9
;;;;;;508;11
