k;Nk;Pk;Logk;LokPk;;;
;0;0;#¡NUM!;#¡NUM!;;1918;11
;0;0;#¡NUM!;#¡NUM!;;1944;68
;0;0;#¡NUM!;#¡NUM!;;1962;58
;0;0;#¡NUM!;#¡NUM!;;2052;19
;0;0;#¡NUM!;#¡NUM!;;2320;47
;0;0;#¡NUM!;#¡NUM!;;2508;22
;0;0;#¡NUM!;#¡NUM!;;2515;13
;0;0;#¡NUM!;#¡NUM!;;2588;9
;0;0;#¡NUM!;#¡NUM!;;1470;2
;0;0;#¡NUM!;#¡NUM!;;2236;37
;0;0;#¡NUM!;#¡NUM!;;2270;40
;0;0;#¡NUM!;#¡NUM!;;1647;10
;0;0;#¡NUM!;#¡NUM!;;2043;5
;0;0;#¡NUM!;#¡NUM!;;2332;2
;0;0;#¡NUM!;#¡NUM!;;1975;7
;0;0;#¡NUM!;#¡NUM!;;1598;95
;0;0;#¡NUM!;#¡NUM!;;2503;24
;0;0;#¡NUM!;#¡NUM!;;1544;34
;0;0;#¡NUM!;#¡NUM!;;1698;87
;0;0;#¡NUM!;#¡NUM!;;1708;18
;0;0;#¡NUM!;#¡NUM!;;1725;3
;0;0;#¡NUM!;#¡NUM!;;2176;11
;0;0;#¡NUM!;#¡NUM!;;1933;2
;0;0;#¡NUM!;#¡NUM!;;1932;3
;0;0;#¡NUM!;#¡NUM!;;1635;30
;0;0;#¡NUM!;#¡NUM!;;1636;36
;0;0;#¡NUM!;#¡NUM!;;1727;5
;0;0;#¡NUM!;#¡NUM!;;1851;33
;0;0;#¡NUM!;#¡NUM!;;1917;19
;0;0;#¡NUM!;#¡NUM!;;2535;36
;0;0;#¡NUM!;#¡NUM!;;1775;12
;0;0;#¡NUM!;#¡NUM!;;2125;25
;0;0;#¡NUM!;#¡NUM!;;2454;28
;0;0;#¡NUM!;#¡NUM!;;2480;5
;0;0;#¡NUM!;#¡NUM!;;2547;47
;0;0;#¡NUM!;#¡NUM!;;1605;2
;0;0;#¡NUM!;#¡NUM!;;1815;5
;0;0;#¡NUM!;#¡NUM!;;1744;1
;0;0;#¡NUM!;#¡NUM!;;2169;1
;0;0;#¡NUM!;#¡NUM!;;2309;1
;0;0;#¡NUM!;#¡NUM!;;1815;5
;0;0;#¡NUM!;#¡NUM!;;1396;8
;0;0;#¡NUM!;#¡NUM!;;1474;37
;0;0;#¡NUM!;#¡NUM!;;1544;34
;0;0;#¡NUM!;#¡NUM!;;1577;5
;0;0;#¡NUM!;#¡NUM!;;1708;18
;0;0;#¡NUM!;#¡NUM!;;1727;5
;0;0;#¡NUM!;#¡NUM!;;1908;78
;0;0;#¡NUM!;#¡NUM!;;1993;45
;0;0;#¡NUM!;#¡NUM!;;2096;11
;0;0;#¡NUM!;#¡NUM!;;2174;25
;0;0;#¡NUM!;#¡NUM!;;2232;20
;0;0;#¡NUM!;#¡NUM!;;2288;11
;0;0;#¡NUM!;#¡NUM!;;2295;5
;0;0;#¡NUM!;#¡NUM!;;2303;7
;0;0;#¡NUM!;#¡NUM!;;2325;5
;0;0;#¡NUM!;#¡NUM!;;2486;7
;0;0;#¡NUM!;#¡NUM!;;2538;117
;0;0;#¡NUM!;#¡NUM!;;2603;28
;0;0;#¡NUM!;#¡NUM!;;1604;8
;0;0;#¡NUM!;#¡NUM!;;1608;125
;0;0;#¡NUM!;#¡NUM!;;1773;18
;0;0;#¡NUM!;#¡NUM!;;1882;15
;0;0;#¡NUM!;#¡NUM!;;2019;12
;0;0;#¡NUM!;#¡NUM!;;2022;8
;0;0;#¡NUM!;#¡NUM!;;2313;19
;0;0;#¡NUM!;#¡NUM!;;2395;6
;0;0;#¡NUM!;#¡NUM!;;2538;117
;0;0;#¡NUM!;#¡NUM!;;2628;21
;0;0;#¡NUM!;#¡NUM!;;1405;16
;0;0;#¡NUM!;#¡NUM!;;1485;25
;0;0;#¡NUM!;#¡NUM!;;1527;36
;0;0;#¡NUM!;#¡NUM!;;1531;31
;0;0;#¡NUM!;#¡NUM!;;1549;23
;0;0;#¡NUM!;#¡NUM!;;1622;56
;0;0;#¡NUM!;#¡NUM!;;1740;1
;0;0;#¡NUM!;#¡NUM!;;1754;10
;0;0;#¡NUM!;#¡NUM!;;1762;45
;0;0;#¡NUM!;#¡NUM!;;1786;32
;0;0;#¡NUM!;#¡NUM!;;1790;46
;0;0;#¡NUM!;#¡NUM!;;1791;24
;0;0;#¡NUM!;#¡NUM!;;1794;6
;0;0;#¡NUM!;#¡NUM!;;1797;17
;0;0;#¡NUM!;#¡NUM!;;1817;41
;0;0;#¡NUM!;#¡NUM!;;1820;24
;0;0;#¡NUM!;#¡NUM!;;1962;58
;0;0;#¡NUM!;#¡NUM!;;1964;30
;0;0;#¡NUM!;#¡NUM!;;2045;5
;0;0;#¡NUM!;#¡NUM!;;2061;9
;0;0;#¡NUM!;#¡NUM!;;2065;11
;0;0;#¡NUM!;#¡NUM!;;2094;15
;0;0;#¡NUM!;#¡NUM!;;2108;32
;0;0;#¡NUM!;#¡NUM!;;2114;5
;0;0;#¡NUM!;#¡NUM!;;2115;4
;0;0;#¡NUM!;#¡NUM!;;2116;29
;0;0;#¡NUM!;#¡NUM!;;2117;10
;0;0;#¡NUM!;#¡NUM!;;2122;25
;0;0;#¡NUM!;#¡NUM!;;2123;3
;0;0;#¡NUM!;#¡NUM!;;2202;6
;0;0;#¡NUM!;#¡NUM!;;2246;25
;0;0;#¡NUM!;#¡NUM!;;2264;13
;0;0;#¡NUM!;#¡NUM!;;2302;4
;0;0;#¡NUM!;#¡NUM!;;2320;47
;0;0;#¡NUM!;#¡NUM!;;2362;20
;0;0;#¡NUM!;#¡NUM!;;2369;1
;0;0;#¡NUM!;#¡NUM!;;2402;6
;0;0;#¡NUM!;#¡NUM!;;2406;11
;0;0;#¡NUM!;#¡NUM!;;2422;8
;0;0;#¡NUM!;#¡NUM!;;2424;27
;0;0;#¡NUM!;#¡NUM!;;2432;18
;0;0;#¡NUM!;#¡NUM!;;2461;5
;0;0;#¡NUM!;#¡NUM!;;2464;7
;0;0;#¡NUM!;#¡NUM!;;2466;18
;0;0;#¡NUM!;#¡NUM!;;2467;26
;0;0;#¡NUM!;#¡NUM!;;2473;44
;0;0;#¡NUM!;#¡NUM!;;2493;34
;0;0;#¡NUM!;#¡NUM!;;2577;12
;0;0;#¡NUM!;#¡NUM!;;2620;7
;0;0;#¡NUM!;#¡NUM!;;1368;23
;0;0;#¡NUM!;#¡NUM!;;2136;5
;0;0;#¡NUM!;#¡NUM!;;2160;11
;0;0;#¡NUM!;#¡NUM!;;2263;10
;0;0;#¡NUM!;#¡NUM!;;2354;5
;0;0;#¡NUM!;#¡NUM!;;1767;7
;0;0;#¡NUM!;#¡NUM!;;1733;22
;0;0;#¡NUM!;#¡NUM!;;1962;58
;0;0;#¡NUM!;#¡NUM!;;2256;2
;0;0;#¡NUM!;#¡NUM!;;2258;19
;0;0;#¡NUM!;#¡NUM!;;2320;47
;0;0;#¡NUM!;#¡NUM!;;2450;4
;0;0;#¡NUM!;#¡NUM!;;1549;23
;0;0;#¡NUM!;#¡NUM!;;1762;45
;0;0;#¡NUM!;#¡NUM!;;1786;32
;0;0;#¡NUM!;#¡NUM!;;1803;9
;0;0;#¡NUM!;#¡NUM!;;1817;41
;0;0;#¡NUM!;#¡NUM!;;2045;5
;0;0;#¡NUM!;#¡NUM!;;2122;25
;0;0;#¡NUM!;#¡NUM!;;2258;19
;0;0;#¡NUM!;#¡NUM!;;2320;47
;0;0;#¡NUM!;#¡NUM!;;1497;47
;0;0;#¡NUM!;#¡NUM!;;1711;50
;0;0;#¡NUM!;#¡NUM!;;1921;10
;0;0;#¡NUM!;#¡NUM!;;2111;3
;0;0;#¡NUM!;#¡NUM!;;2262;20
;0;0;#¡NUM!;#¡NUM!;;2265;7
;0;0;#¡NUM!;#¡NUM!;;2269;12
;0;0;#¡NUM!;#¡NUM!;;2327;10
;0;0;#¡NUM!;#¡NUM!;;2538;117
;0;0;#¡NUM!;#¡NUM!;;2636;11
;0;0;#¡NUM!;#¡NUM!;;2267;84
;0;0;#¡NUM!;#¡NUM!;;1530;88
;0;0;#¡NUM!;#¡NUM!;;1578;15
;0;0;#¡NUM!;#¡NUM!;;1623;10
;0;0;#¡NUM!;#¡NUM!;;1768;23
;0;0;#¡NUM!;#¡NUM!;;1803;9
;0;0;#¡NUM!;#¡NUM!;;1886;55
;0;0;#¡NUM!;#¡NUM!;;2214;30
;0;0;#¡NUM!;#¡NUM!;;2416;27
;0;0;#¡NUM!;#¡NUM!;;2488;10
;0;0;#¡NUM!;#¡NUM!;;2492;35
;0;0;#¡NUM!;#¡NUM!;;2500;33
;0;0;#¡NUM!;#¡NUM!;;1527;36
;0;0;#¡NUM!;#¡NUM!;;1698;87
;0;0;#¡NUM!;#¡NUM!;;1768;23
;0;0;#¡NUM!;#¡NUM!;;1864;7
;0;0;#¡NUM!;#¡NUM!;;1958;32
;0;0;#¡NUM!;#¡NUM!;;2270;40
;0;0;#¡NUM!;#¡NUM!;;2272;29
;0;0;#¡NUM!;#¡NUM!;;2289;32
;0;0;#¡NUM!;#¡NUM!;;2211;60
;0;0;#¡NUM!;#¡NUM!;;1489;15
;0;0;#¡NUM!;#¡NUM!;;1527;36
;0;0;#¡NUM!;#¡NUM!;;1531;31
;0;0;#¡NUM!;#¡NUM!;;1559;5
;0;0;#¡NUM!;#¡NUM!;;1762;45
;0;0;#¡NUM!;#¡NUM!;;1779;8
;0;0;#¡NUM!;#¡NUM!;;1782;14
;0;0;#¡NUM!;#¡NUM!;;1787;11
;0;0;#¡NUM!;#¡NUM!;;1817;41
;0;0;#¡NUM!;#¡NUM!;;1833;29
;0;0;#¡NUM!;#¡NUM!;;1836;7
;0;0;#¡NUM!;#¡NUM!;;1953;8
;0;0;#¡NUM!;#¡NUM!;;1954;10
;0;0;#¡NUM!;#¡NUM!;;2003;9
;0;0;#¡NUM!;#¡NUM!;;2065;11
;0;0;#¡NUM!;#¡NUM!;;2068;5
;0;0;#¡NUM!;#¡NUM!;;2256;2
;0;0;#¡NUM!;#¡NUM!;;2258;19
;0;0;#¡NUM!;#¡NUM!;;2344;10
;0;0;#¡NUM!;#¡NUM!;;2424;27
;0;0;#¡NUM!;#¡NUM!;;2466;18
;0;0;#¡NUM!;#¡NUM!;;2473;44
;0;0;#¡NUM!;#¡NUM!;;2493;34
;0;0;#¡NUM!;#¡NUM!;;2515;13
;0;0;#¡NUM!;#¡NUM!;;1405;16
;0;0;#¡NUM!;#¡NUM!;;1495;38
;0;0;#¡NUM!;#¡NUM!;;1527;36
;0;0;#¡NUM!;#¡NUM!;;1531;31
;0;0;#¡NUM!;#¡NUM!;;1549;23
;0;0;#¡NUM!;#¡NUM!;;1797;17
;0;0;#¡NUM!;#¡NUM!;;1820;24
;0;0;#¡NUM!;#¡NUM!;;1833;29
;0;0;#¡NUM!;#¡NUM!;;1944;68
;0;0;#¡NUM!;#¡NUM!;;1962;58
;0;0;#¡NUM!;#¡NUM!;;2065;11
;0;0;#¡NUM!;#¡NUM!;;2114;5
;0;0;#¡NUM!;#¡NUM!;;2115;4
;0;0;#¡NUM!;#¡NUM!;;2246;25
;0;0;#¡NUM!;#¡NUM!;;2356;2
;0;0;#¡NUM!;#¡NUM!;;2466;18
;0;0;#¡NUM!;#¡NUM!;;2467;26
;0;0;#¡NUM!;#¡NUM!;;2493;34
;0;0;#¡NUM!;#¡NUM!;;2515;13
;0;0;#¡NUM!;#¡NUM!;;1790;46
;0;0;#¡NUM!;#¡NUM!;;1944;68
;0;0;#¡NUM!;#¡NUM!;;1962;58
;0;0;#¡NUM!;#¡NUM!;;2065;11
;0;0;#¡NUM!;#¡NUM!;;2116;29
;0;0;#¡NUM!;#¡NUM!;;2117;10
;0;0;#¡NUM!;#¡NUM!;;2246;25
;0;0;#¡NUM!;#¡NUM!;;1489;15
;0;0;#¡NUM!;#¡NUM!;;1787;11
;0;0;#¡NUM!;#¡NUM!;;1817;41
;0;0;#¡NUM!;#¡NUM!;;2044;78
;0;0;#¡NUM!;#¡NUM!;;2258;19
;0;0;#¡NUM!;#¡NUM!;;2493;34
;0;0;#¡NUM!;#¡NUM!;;1755;14
;0;0;#¡NUM!;#¡NUM!;;1775;12
;0;0;#¡NUM!;#¡NUM!;;1856;3
;0;0;#¡NUM!;#¡NUM!;;1946;3
;0;0;#¡NUM!;#¡NUM!;;2074;8
;0;0;#¡NUM!;#¡NUM!;;2077;8
;0;0;#¡NUM!;#¡NUM!;;2124;15
;0;0;#¡NUM!;#¡NUM!;;2125;25
;0;0;#¡NUM!;#¡NUM!;;2179;62
;0;0;#¡NUM!;#¡NUM!;;2185;7
;0;0;#¡NUM!;#¡NUM!;;2218;7
;0;0;#¡NUM!;#¡NUM!;;2428;16
;0;0;#¡NUM!;#¡NUM!;;2456;12
;0;0;#¡NUM!;#¡NUM!;;2583;4
;0;0;#¡NUM!;#¡NUM!;;2587;10
;0;0;#¡NUM!;#¡NUM!;;1518;30
;0;0;#¡NUM!;#¡NUM!;;1949;1
;0;0;#¡NUM!;#¡NUM!;;1979;2
;0;0;#¡NUM!;#¡NUM!;;1575;8
;0;0;#¡NUM!;#¡NUM!;;1516;18
;0;0;#¡NUM!;#¡NUM!;;1751;24
;0;0;#¡NUM!;#¡NUM!;;1798;29
;0;0;#¡NUM!;#¡NUM!;;1989;23
;0;0;#¡NUM!;#¡NUM!;;1992;10
;0;0;#¡NUM!;#¡NUM!;;1993;45
;0;0;#¡NUM!;#¡NUM!;;2011;18
;0;0;#¡NUM!;#¡NUM!;;2019;12
;0;0;#¡NUM!;#¡NUM!;;2353;20
;0;0;#¡NUM!;#¡NUM!;;2616;95
;0;0;#¡NUM!;#¡NUM!;;2148;4
;0;0;#¡NUM!;#¡NUM!;;2310;3
;0;0;#¡NUM!;#¡NUM!;;2521;22
;0;0;#¡NUM!;#¡NUM!;;1685;2
;0;0;#¡NUM!;#¡NUM!;;1732;7
;0;0;#¡NUM!;#¡NUM!;;2177;24
;0;0;#¡NUM!;#¡NUM!;;2521;22
;0;0;#¡NUM!;#¡NUM!;;2637;4
;0;0;#¡NUM!;#¡NUM!;;1518;30
;0;0;#¡NUM!;#¡NUM!;;1969;5
;0;0;#¡NUM!;#¡NUM!;;2014;23
;0;0;#¡NUM!;#¡NUM!;;2289;32
;0;0;#¡NUM!;#¡NUM!;;2339;9
;0;0;#¡NUM!;#¡NUM!;;2044;78
;0;0;#¡NUM!;#¡NUM!;;2477;75
;0;0;#¡NUM!;#¡NUM!;;2511;39
;0;0;#¡NUM!;#¡NUM!;;2576;65
;0;0;#¡NUM!;#¡NUM!;;1518;30
;0;0;#¡NUM!;#¡NUM!;;1554;11
;0;0;#¡NUM!;#¡NUM!;;1886;55
;0;0;#¡NUM!;#¡NUM!;;2013;11
;0;0;#¡NUM!;#¡NUM!;;2236;37
;0;0;#¡NUM!;#¡NUM!;;2267;84
;0;0;#¡NUM!;#¡NUM!;;2272;29
;0;0;#¡NUM!;#¡NUM!;;2532;31
;0;0;#¡NUM!;#¡NUM!;;2540;58
;0;0;#¡NUM!;#¡NUM!;;2544;30
;0;0;#¡NUM!;#¡NUM!;;2552;14
;0;0;#¡NUM!;#¡NUM!;;2554;13
;0;0;#¡NUM!;#¡NUM!;;2568;36
;0;0;#¡NUM!;#¡NUM!;;2578;49
;0;0;#¡NUM!;#¡NUM!;;2580;12
;0;0;#¡NUM!;#¡NUM!;;1542;18
;0;0;#¡NUM!;#¡NUM!;;1512;19
;0;0;#¡NUM!;#¡NUM!;;1515;44
;0;0;#¡NUM!;#¡NUM!;;1516;18
;0;0;#¡NUM!;#¡NUM!;;1641;32
;0;0;#¡NUM!;#¡NUM!;;1882;15
;0;0;#¡NUM!;#¡NUM!;;1985;17
;0;0;#¡NUM!;#¡NUM!;;1989;23
;0;0;#¡NUM!;#¡NUM!;;2035;20
;0;0;#¡NUM!;#¡NUM!;;2471;1
;0;0;#¡NUM!;#¡NUM!;;2517;76
;0;0;#¡NUM!;#¡NUM!;;2528;68
;0;0;#¡NUM!;#¡NUM!;;2529;46
;0;0;#¡NUM!;#¡NUM!;;2594;44
;0;0;#¡NUM!;#¡NUM!;;2607;18
;0;0;#¡NUM!;#¡NUM!;;2616;95
;0;0;#¡NUM!;#¡NUM!;;2506;9
;0;0;#¡NUM!;#¡NUM!;;1448;23
;0;0;#¡NUM!;#¡NUM!;;1424;8
;0;0;#¡NUM!;#¡NUM!;;1501;3
;0;0;#¡NUM!;#¡NUM!;;1698;87
;0;0;#¡NUM!;#¡NUM!;;1768;23
;0;0;#¡NUM!;#¡NUM!;;1824;85
;0;0;#¡NUM!;#¡NUM!;;2075;9
;0;0;#¡NUM!;#¡NUM!;;2106;10
;0;0;#¡NUM!;#¡NUM!;;2132;2
;0;0;#¡NUM!;#¡NUM!;;2193;22
;0;0;#¡NUM!;#¡NUM!;;2240;5
;0;0;#¡NUM!;#¡NUM!;;2497;45
;0;0;#¡NUM!;#¡NUM!;;1401;44
;0;0;#¡NUM!;#¡NUM!;;1641;32
;0;0;#¡NUM!;#¡NUM!;;1972;31
;0;0;#¡NUM!;#¡NUM!;;2222;10
;0;0;#¡NUM!;#¡NUM!;;2585;22
;0;0;#¡NUM!;#¡NUM!;;2602;28
;0;0;#¡NUM!;#¡NUM!;;2607;18
;0;0;#¡NUM!;#¡NUM!;;1486;1
;0;0;#¡NUM!;#¡NUM!;;1516;18
;0;0;#¡NUM!;#¡NUM!;;2011;18
;0;0;#¡NUM!;#¡NUM!;;1401;44
;0;0;#¡NUM!;#¡NUM!;;1494;27
;0;0;#¡NUM!;#¡NUM!;;1544;34
;0;0;#¡NUM!;#¡NUM!;;1577;5
;0;0;#¡NUM!;#¡NUM!;;1608;125
;0;0;#¡NUM!;#¡NUM!;;1615;22
;0;0;#¡NUM!;#¡NUM!;;1639;24
;0;0;#¡NUM!;#¡NUM!;;1649;7
;0;0;#¡NUM!;#¡NUM!;;1708;18
;0;0;#¡NUM!;#¡NUM!;;1738;5
;0;0;#¡NUM!;#¡NUM!;;1751;24
;0;0;#¡NUM!;#¡NUM!;;1756;36
;0;0;#¡NUM!;#¡NUM!;;1773;18
;0;0;#¡NUM!;#¡NUM!;;1798;29
;0;0;#¡NUM!;#¡NUM!;;1811;11
;0;0;#¡NUM!;#¡NUM!;;1948;5
;0;0;#¡NUM!;#¡NUM!;;1972;31
;0;0;#¡NUM!;#¡NUM!;;2054;29
;0;0;#¡NUM!;#¡NUM!;;2096;11
;0;0;#¡NUM!;#¡NUM!;;2099;7
;0;0;#¡NUM!;#¡NUM!;;2141;18
;0;0;#¡NUM!;#¡NUM!;;2232;20
;0;0;#¡NUM!;#¡NUM!;;2303;7
;0;0;#¡NUM!;#¡NUM!;;2313;19
;0;0;#¡NUM!;#¡NUM!;;2325;5
;0;0;#¡NUM!;#¡NUM!;;2353;20
;0;0;#¡NUM!;#¡NUM!;;2442;14
;0;0;#¡NUM!;#¡NUM!;;2486;7
;0;0;#¡NUM!;#¡NUM!;;2538;117
;0;0;#¡NUM!;#¡NUM!;;2611;7
;0;0;#¡NUM!;#¡NUM!;;2616;95
;0;0;#¡NUM!;#¡NUM!;;2628;21
;0;0;#¡NUM!;#¡NUM!;;2183;1
;0;0;#¡NUM!;#¡NUM!;;2330;3
;0;0;#¡NUM!;#¡NUM!;;2364;3
;0;0;#¡NUM!;#¡NUM!;;2426;1
;0;0;#¡NUM!;#¡NUM!;;1824;85
;0;0;#¡NUM!;#¡NUM!;;2014;23
;0;0;#¡NUM!;#¡NUM!;;2208;2
;0;0;#¡NUM!;#¡NUM!;;1762;45
;0;0;#¡NUM!;#¡NUM!;;1962;58
;0;0;#¡NUM!;#¡NUM!;;2320;47
;0;0;#¡NUM!;#¡NUM!;;1775;12
;0;0;#¡NUM!;#¡NUM!;;2000;6
;0;0;#¡NUM!;#¡NUM!;;2036;11
;0;0;#¡NUM!;#¡NUM!;;2179;62
;0;0;#¡NUM!;#¡NUM!;;2220;13
;0;0;#¡NUM!;#¡NUM!;;2228;64
;0;0;#¡NUM!;#¡NUM!;;2336;20
;0;0;#¡NUM!;#¡NUM!;;2483;9
;0;0;#¡NUM!;#¡NUM!;;1999;11
;0;0;#¡NUM!;#¡NUM!;;2036;11
;0;0;#¡NUM!;#¡NUM!;;2228;64
;0;0;#¡NUM!;#¡NUM!;;1375;14
;0;0;#¡NUM!;#¡NUM!;;1401;44
;0;0;#¡NUM!;#¡NUM!;;1468;48
;0;0;#¡NUM!;#¡NUM!;;1507;15
;0;0;#¡NUM!;#¡NUM!;;1512;19
;0;0;#¡NUM!;#¡NUM!;;1523;7
;0;0;#¡NUM!;#¡NUM!;;1590;23
;0;0;#¡NUM!;#¡NUM!;;1608;125
;0;0;#¡NUM!;#¡NUM!;;1639;24
;0;0;#¡NUM!;#¡NUM!;;1672;9
;0;0;#¡NUM!;#¡NUM!;;1677;7
;0;0;#¡NUM!;#¡NUM!;;1679;20
;0;0;#¡NUM!;#¡NUM!;;1717;38
;0;0;#¡NUM!;#¡NUM!;;1720;8
;0;0;#¡NUM!;#¡NUM!;;1724;26
;0;0;#¡NUM!;#¡NUM!;;1798;29
;0;0;#¡NUM!;#¡NUM!;;1901;28
;0;0;#¡NUM!;#¡NUM!;;1906;34
;0;0;#¡NUM!;#¡NUM!;;1908;78
;0;0;#¡NUM!;#¡NUM!;;1912;35
;0;0;#¡NUM!;#¡NUM!;;1943;20
;0;0;#¡NUM!;#¡NUM!;;1985;17
;0;0;#¡NUM!;#¡NUM!;;1989;23
;0;0;#¡NUM!;#¡NUM!;;1993;45
;0;0;#¡NUM!;#¡NUM!;;2019;12
;0;0;#¡NUM!;#¡NUM!;;2022;8
;0;0;#¡NUM!;#¡NUM!;;2023;4
;0;0;#¡NUM!;#¡NUM!;;2053;39
;0;0;#¡NUM!;#¡NUM!;;2054;29
;0;0;#¡NUM!;#¡NUM!;;2211;60
;0;0;#¡NUM!;#¡NUM!;;2277;21
;0;0;#¡NUM!;#¡NUM!;;2393;35
;0;0;#¡NUM!;#¡NUM!;;2538;117
;0;0;#¡NUM!;#¡NUM!;;2539;43
;0;0;#¡NUM!;#¡NUM!;;2542;47
;0;0;#¡NUM!;#¡NUM!;;2602;28
;0;0;#¡NUM!;#¡NUM!;;1580;18
;0;0;#¡NUM!;#¡NUM!;;1782;14
;0;0;#¡NUM!;#¡NUM!;;1962;58
;0;0;#¡NUM!;#¡NUM!;;2068;5
;0;0;#¡NUM!;#¡NUM!;;2493;34
;0;0;#¡NUM!;#¡NUM!;;1542;18
;0;0;#¡NUM!;#¡NUM!;;1698;87
;0;0;#¡NUM!;#¡NUM!;;1860;4
;0;0;#¡NUM!;#¡NUM!;;2168;43
;0;0;#¡NUM!;#¡NUM!;;1627;21
;0;0;#¡NUM!;#¡NUM!;;1992;10
;0;0;#¡NUM!;#¡NUM!;;2278;12
;0;0;#¡NUM!;#¡NUM!;;1448;23
;0;0;#¡NUM!;#¡NUM!;;1463;76
;0;0;#¡NUM!;#¡NUM!;;1864;7
;0;0;#¡NUM!;#¡NUM!;;1865;2
;0;0;#¡NUM!;#¡NUM!;;2272;29
;0;0;#¡NUM!;#¡NUM!;;2281;6
;0;0;#¡NUM!;#¡NUM!;;2505;9
;0;0;#¡NUM!;#¡NUM!;;1448;23
;0;0;#¡NUM!;#¡NUM!;;1454;2
;0;0;#¡NUM!;#¡NUM!;;1518;30
;0;0;#¡NUM!;#¡NUM!;;1753;26
;0;0;#¡NUM!;#¡NUM!;;1824;85
;0;0;#¡NUM!;#¡NUM!;;1970;7
;0;0;#¡NUM!;#¡NUM!;;1973;2
;0;0;#¡NUM!;#¡NUM!;;2082;18
;0;0;#¡NUM!;#¡NUM!;;2133;24
;0;0;#¡NUM!;#¡NUM!;;2211;60
;0;0;#¡NUM!;#¡NUM!;;2257;25
;0;0;#¡NUM!;#¡NUM!;;2272;29
;0;0;#¡NUM!;#¡NUM!;;2289;32
;0;0;#¡NUM!;#¡NUM!;;2300;11
;0;0;#¡NUM!;#¡NUM!;;2505;9
;0;0;#¡NUM!;#¡NUM!;;2506;9
;0;0;#¡NUM!;#¡NUM!;;2578;49
;0;0;#¡NUM!;#¡NUM!;;1494;27
;0;0;#¡NUM!;#¡NUM!;;1598;95
;0;0;#¡NUM!;#¡NUM!;;1972;31
;0;0;#¡NUM!;#¡NUM!;;2374;57
;0;0;#¡NUM!;#¡NUM!;;2054;29
;0;0;#¡NUM!;#¡NUM!;;2211;60
;0;0;#¡NUM!;#¡NUM!;;1418;5
;0;0;#¡NUM!;#¡NUM!;;1474;37
;0;0;#¡NUM!;#¡NUM!;;1544;34
;0;0;#¡NUM!;#¡NUM!;;2232;20
;0;0;#¡NUM!;#¡NUM!;;2400;18
;0;0;#¡NUM!;#¡NUM!;;1680;22
;0;0;#¡NUM!;#¡NUM!;;1845;9
;0;0;#¡NUM!;#¡NUM!;;2223;10
;0;0;#¡NUM!;#¡NUM!;;1598;95
;0;0;#¡NUM!;#¡NUM!;;2031;12
;0;0;#¡NUM!;#¡NUM!;;1501;3
;0;0;#¡NUM!;#¡NUM!;;1824;85
;0;0;#¡NUM!;#¡NUM!;;1853;36
;0;0;#¡NUM!;#¡NUM!;;1882;15
;0;0;#¡NUM!;#¡NUM!;;2004;6
;0;0;#¡NUM!;#¡NUM!;;2106;10
;0;0;#¡NUM!;#¡NUM!;;2172;5
;0;0;#¡NUM!;#¡NUM!;;2297;5
;0;0;#¡NUM!;#¡NUM!;;1537;1
;0;0;#¡NUM!;#¡NUM!;;1782;14
;0;0;#¡NUM!;#¡NUM!;;1817;41
;0;0;#¡NUM!;#¡NUM!;;1951;1
;0;0;#¡NUM!;#¡NUM!;;1962;58
;0;0;#¡NUM!;#¡NUM!;;2101;9
;0;0;#¡NUM!;#¡NUM!;;2320;47
;0;0;#¡NUM!;#¡NUM!;;2340;15
;0;0;#¡NUM!;#¡NUM!;;2424;27
;0;0;#¡NUM!;#¡NUM!;;2459;11
;0;0;#¡NUM!;#¡NUM!;;2493;34
;0;0;#¡NUM!;#¡NUM!;;2510;19
;0;0;#¡NUM!;#¡NUM!;;1508;9
;0;0;#¡NUM!;#¡NUM!;;1568;3
;0;0;#¡NUM!;#¡NUM!;;1584;27
;0;0;#¡NUM!;#¡NUM!;;1780;6
;0;0;#¡NUM!;#¡NUM!;;2263;10
;0;0;#¡NUM!;#¡NUM!;;2374;57
;0;0;#¡NUM!;#¡NUM!;;2531;2
;0;0;#¡NUM!;#¡NUM!;;2631;1
;0;0;#¡NUM!;#¡NUM!;;1983;24
;0;0;#¡NUM!;#¡NUM!;;1992;10
;0;0;#¡NUM!;#¡NUM!;;2528;68
;0;0;#¡NUM!;#¡NUM!;;2228;64
;0;0;#¡NUM!;#¡NUM!;;2044;78
;0;0;#¡NUM!;#¡NUM!;;1497;47
;0;0;#¡NUM!;#¡NUM!;;1530;88
;0;0;#¡NUM!;#¡NUM!;;1753;26
;0;0;#¡NUM!;#¡NUM!;;1880;28
;0;0;#¡NUM!;#¡NUM!;;2044;78
;0;0;#¡NUM!;#¡NUM!;;2073;24
;0;0;#¡NUM!;#¡NUM!;;2079;37
;0;0;#¡NUM!;#¡NUM!;;2120;28
;0;0;#¡NUM!;#¡NUM!;;2149;46
;0;0;#¡NUM!;#¡NUM!;;2216;6
;0;0;#¡NUM!;#¡NUM!;;2267;84
;0;0;#¡NUM!;#¡NUM!;;2416;27
;0;0;#¡NUM!;#¡NUM!;;2460;16
;0;0;#¡NUM!;#¡NUM!;;2469;18
;0;0;#¡NUM!;#¡NUM!;;2477;75
;0;0;#¡NUM!;#¡NUM!;;2493;34
;0;0;#¡NUM!;#¡NUM!;;2499;12
